,,Fraction of people suffering from severe anemia
PHC Vyahad,Mar-2016,0.03763440860215054
PHC Vyahad,Total,0.006190476190476191
PHC Yenava,Apr-2015,0.0
PHC Yenava,May-2015,0.0
PHC Yenava,Jun-2015,0.0044444444444444444
PHC Yenava,Jul-2015,0.012738853503184714
PHC Yenava,Aug-2015,0.1419753086419753
PHC Yenava,Sep-2015,0.08609271523178808
PHC Yenava,Oct-2015,0.026143790849673203
PHC Yenava,Nov-2015,0.0896551724137931
PHC Yenava,Dec-2015,0.07547169811320754
PHC Yenava,Jan-2016,0.030612244897959183
PHC Yenava,Feb-2016,0.018518518518518517
PHC Yenava,Mar-2016,0.0
PHC Yenava,Total,0.03963239517518667
RH Bhivpur,Apr-2015,0.014705882352941176
RH Bhivpur,May-2015,0.0947867298578199
RH Bhivpur,Jun-2015,0.012875536480686695
RH Bhivpur,Jul-2015,0.028368794326241134
RH Bhivpur,Aug-2015,0.02197802197802198
RH Bhivpur,Sep-2015,
RH Bhivpur,Oct-2015,0.0
RH Bhivpur,Nov-2015,0.028985507246376812
RH Bhivpur,Dec-2015,0.03816793893129771
RH Bhivpur,Jan-2016,0.010752688172043012
RH Bhivpur,Feb-2016,0.00967741935483871
RH Bhivpur,Mar-2016,0.02527075812274368
RH Bhivpur,Total,0.024723247232472326
RH Devlapar,Apr-2015,0.008928571428571428
RH Devlapar,May-2015,0.013986013986013986
RH Devlapar,Jun-2015,0.008928571428571428
RH Devlapar,Jul-2015,0.0
RH Devlapar,Aug-2015,0.009009009009009009
RH Devlapar,Sep-2015,0.01293103448275862
RH Devlapar,Oct-2015,0.015706806282722512
RH Devlapar,Nov-2015,0.013333333333333334
RH Devlapar,Dec-2015,0.0
RH Devlapar,Jan-2016,0.030303030303030304
RH Devlapar,Feb-2016,0.0
RH Devlapar,Mar-2016,0.0
RH Devlapar,Total,0.0070859167404783
RH Hingana,Apr-2015,0.0
RH Hingana,May-2015,0.0
RH Hingana,Jun-2015,0.025806451612903226
RH Hingana,Jul-2015,0.05128205128205128
RH Hingana,Aug-2015,0.011627906976744186
RH Hingana,Sep-2015,0.0
RH Hingana,Oct-2015,0.008438818565400843
RH Hingana,Nov-2015,0.008032128514056224
RH Hingana,Dec-2015,0.007692307692307693
RH Hingana,Jan-2016,0.007246376811594203
RH Hingana,Feb-2016,0.00510204081632653
RH Hingana,Mar-2016,0.006607929515418502
RH Hingana,Total,0.008383635144198525
RH Kamleshwar,Apr-2015,0.020618556701030927
RH Kamleshwar,May-2015,0.014778325123152709
RH Kamleshwar,Jun-2015,0.02242152466367713
RH Kamleshwar,Jul-2015,0.03065134099616858
RH Kamleshwar,Aug-2015,0.02476780185758514
RH Kamleshwar,Sep-2015,0.0
RH Kamleshwar,Oct-2015,0.013824884792626729
RH Kamleshwar,Nov-2015,0.0
RH Kamleshwar,Dec-2015,0.0
RH Kamleshwar,Jan-2016,0.016260162601626018
RH Kamleshwar,Feb-2016,0.01702127659574468
RH Kamleshwar,Mar-2016,0.015479876160990712
RH Kamleshwar,Total,0.014747191011235955
RH Katol,Apr-2015,0.0
RH Katol,May-2015,0.005847953216374269
RH Katol,Jun-2015,0.004310344827586207
RH Katol,Jul-2015,0.0
RH Katol,Aug-2015,0.019230769230769232
RH Katol,Sep-2015,0.0136986301369863
RH Katol,Oct-2015,0.0035971223021582736
RH Katol,Nov-2015,0.009708737864077669
RH Katol,Dec-2015,0.005263157894736842
RH Katol,Jan-2016,0.009389671361502348
RH Katol,Feb-2016,0.0
RH Katol,Mar-2016,0.12297734627831715
RH Katol,Total,0.018980275400074433
RH Kuhi,Apr-2015,0.013215859030837005
RH Kuhi,May-2015,0.0070921985815602835
RH Kuhi,Jun-2015,0.0
RH Kuhi,Jul-2015,0.029661016949152543
RH Kuhi,Aug-2015,0.07526881720430108
RH Kuhi,Sep-2015,0.024193548387096774
RH Kuhi,Oct-2015,0.01951219512195122
RH Kuhi,Nov-2015,0.03409090909090909
RH Kuhi,Dec-2015,0.04633204633204633
RH Kuhi,Jan-2016,0.018867924528301886
RH Kuhi,Feb-2016,0.005376344086021506
RH Kuhi,Mar-2016,0.025
RH Kuhi,Total,0.024143985952589993
RH Narkhed,Apr-2015,0.0
RH Narkhed,May-2015,0.023809523809523808
RH Narkhed,Jun-2015,0.016216216216216217
RH Narkhed,Jul-2015,0.012987012987012988
RH Narkhed,Aug-2015,0.014705882352941176
RH Narkhed,Sep-2015,0.02158273381294964
RH Narkhed,Oct-2015,0.0
RH Narkhed,Nov-2015,0.021505376344086023
RH Narkhed,Dec-2015,0.006578947368421052
RH Narkhed,Jan-2016,0.013888888888888888
RH Narkhed,Feb-2016,0.0
RH Narkhed,Mar-2016,0.013513513513513514
RH Narkhed,Total,0.011950027159152634
RH Omred,Apr-2015,0.026101141924959218
RH Omred,May-2015,0.007058823529411765
RH Omred,Jun-2015,0.0
RH Omred,Jul-2015,0.0
RH Omred,Aug-2015,0.0029498525073746312
RH Omred,Sep-2015,0.014044943820224719
RH Omred,Oct-2015,0.0024057738572574178
RH Omred,Nov-2015,0.029002320185614848
RH Omred,Dec-2015,0.004313443565780014
RH Omred,Jan-2016,0.008928571428571428
RH Omred,Feb-2016,0.012903225806451613
RH Omred,Mar-2016,0.004457652303120356
RH Omred,Total,0.00954684317718941
RH Parshivani,Apr-2015,0.0
RH Parshivani,May-2015,0.011363636363636364
RH Parshivani,Jun-2015,0.0
RH Parshivani,Jul-2015,0.008333333333333333
RH Parshivani,Aug-2015,0.037037037037037035
RH Parshivani,Sep-2015,0.5161290322580645
RH Parshivani,Oct-2015,0.009900990099009901
RH Parshivani,Nov-2015,0.013888888888888888
RH Parshivani,Dec-2015,0.0
RH Parshivani,Jan-2016,0.023255813953488372
RH Parshivani,Feb-2016,0.0
RH Parshivani,Mar-2016,0.21359223300970873
RH Parshivani,Total,0.06841216216216216
