,,Fraction of pregnant women registered under JSY
SC Gothangaon Yenava,Feb-2016,0.2
SC Gothangaon Yenava,Mar-2016,0.8
SC Gothangaon Yenava,Total,0.4117647058823529
SC Gowari,Apr-2015,0.26666666666666666
SC Gowari,May-2015,0.15384615384615385
SC Gowari,Jun-2015,0.25
SC Gowari,Jul-2015,0.0
SC Gowari,Aug-2015,0.42857142857142855
SC Gowari,Sep-2015,0.2857142857142857
SC Gowari,Oct-2015,0.3333333333333333
SC Gowari,Nov-2015,0.0
SC Gowari,Dec-2015,0.06666666666666667
SC Gowari,Jan-2016,0.4
SC Gowari,Feb-2016,0.5
SC Gowari,Mar-2016,0.375
SC Gowari,Total,0.23728813559322035
SC Guguldoh,Apr-2015,1.0
SC Guguldoh,May-2015,1.0
SC Guguldoh,Jun-2015,0.6666666666666666
SC Guguldoh,Jul-2015,0.8
SC Guguldoh,Aug-2015,1.0
SC Guguldoh,Sep-2015,
SC Guguldoh,Oct-2015,1.0
SC Guguldoh,Nov-2015,1.0
SC Guguldoh,Dec-2015,0.6666666666666666
SC Guguldoh,Jan-2016,1.0
SC Guguldoh,Feb-2016,1.0
SC Guguldoh,Mar-2016,
SC Guguldoh,Total,0.8636363636363636
SC Gumgaon,Apr-2015,0.0
SC Gumgaon,May-2015,0.0
SC Gumgaon,Jun-2015,0.0
SC Gumgaon,Jul-2015,0.0
SC Gumgaon,Aug-2015,0.0
SC Gumgaon,Sep-2015,0.0
SC Gumgaon,Oct-2015,0.0
SC Gumgaon,Nov-2015,0.14285714285714285
SC Gumgaon,Dec-2015,0.14285714285714285
SC Gumgaon,Jan-2016,0.1111111111111111
SC Gumgaon,Feb-2016,0.17391304347826086
SC Gumgaon,Mar-2016,0.2857142857142857
SC Gumgaon,Total,0.09166666666666666
SC Gumthala,Apr-2015,0.2
SC Gumthala,May-2015,0.0
SC Gumthala,Jun-2015,0.0
SC Gumthala,Jul-2015,0.0
SC Gumthala,Aug-2015,0.0
SC Gumthala,Sep-2015,0.0
SC Gumthala,Oct-2015,0.2
SC Gumthala,Nov-2015,0.0
SC Gumthala,Dec-2015,0.5
SC Gumthala,Jan-2016,0.6
SC Gumthala,Feb-2016,0.4444444444444444
SC Gumthala,Mar-2016,0.5
SC Gumthala,Total,0.23333333333333334
SC Gumthala 1,Apr-2015,0.5
SC Gumthala 1,May-2015,0.25
SC Gumthala 1,Jun-2015,0.5
SC Gumthala 1,Jul-2015,0.38461538461538464
SC Gumthala 1,Aug-2015,0.2857142857142857
SC Gumthala 1,Sep-2015,0.75
SC Gumthala 1,Oct-2015,0.75
SC Gumthala 1,Nov-2015,0.6666666666666666
SC Gumthala 1,Dec-2015,0.6363636363636364
SC Gumthala 1,Jan-2016,0.2777777777777778
SC Gumthala 1,Feb-2016,0.3333333333333333
SC Gumthala 1,Mar-2016,0.6923076923076923
SC Gumthala 1,Total,0.4642857142857143
SC Hardoli,Apr-2015,0.3333333333333333
SC Hardoli,May-2015,0.0
SC Hardoli,Jun-2015,
SC Hardoli,Jul-2015,0.5
SC Hardoli,Aug-2015,0.25
SC Hardoli,Sep-2015,0.0
SC Hardoli,Oct-2015,0.25
SC Hardoli,Nov-2015,0.0
SC Hardoli,Dec-2015,0.25
SC Hardoli,Jan-2016,0.3333333333333333
SC Hardoli,Feb-2016,0.0
SC Hardoli,Mar-2016,0.0
SC Hardoli,Total,0.16216216216216217
SC Hevati,Apr-2015,0.375
SC Hevati,May-2015,0.6
SC Hevati,Jun-2015,0.7777777777777778
SC Hevati,Jul-2015,0.7
SC Hevati,Aug-2015,0.42857142857142855
SC Hevati,Sep-2015,0.5
SC Hevati,Oct-2015,0.5
SC Hevati,Nov-2015,0.4
SC Hevati,Dec-2015,0.2222222222222222
SC Hevati,Jan-2016,0.6
SC Hevati,Feb-2016,0.3142857142857143
SC Hevati,Mar-2016,0.1875
SC Hevati,Total,0.38686131386861317
SC Hivara Sirsi,Apr-2015,0.0
SC Hivara Sirsi,May-2015,0.0
SC Hivara Sirsi,Jun-2015,1.0
SC Hivara Sirsi,Jul-2015,1.0
SC Hivara Sirsi,Aug-2015,0.25
SC Hivara Sirsi,Sep-2015,0.0
SC Hivara Sirsi,Oct-2015,0.8333333333333334
SC Hivara Sirsi,Nov-2015,0.5
SC Hivara Sirsi,Dec-2015,0.0
SC Hivara Sirsi,Jan-2016,0.0
SC Hivara Sirsi,Feb-2016,0.0
SC Hivara Sirsi,Mar-2016,0.75
SC Hivara Sirsi,Total,0.4473684210526316
SC HiwaraBazar,Apr-2015,0.6
SC HiwaraBazar,May-2015,1.0
SC HiwaraBazar,Jun-2015,1.0
SC HiwaraBazar,Jul-2015,
SC HiwaraBazar,Aug-2015,1.0
SC HiwaraBazar,Sep-2015,1.0
SC HiwaraBazar,Oct-2015,0.5
SC HiwaraBazar,Nov-2015,0.0
SC HiwaraBazar,Dec-2015,1.0
SC HiwaraBazar,Jan-2016,0.75
SC HiwaraBazar,Feb-2016,0.6666666666666666
SC HiwaraBazar,Mar-2016,1.0
SC HiwaraBazar,Total,0.8
SC Isapur  khurd,Apr-2015,0.625
SC Isapur  khurd,May-2015,1.0
SC Isapur  khurd,Jun-2015,1.0
SC Isapur  khurd,Jul-2015,0.5
SC Isapur  khurd,Aug-2015,1.0
SC Isapur  khurd,Sep-2015,1.0
SC Isapur  khurd,Oct-2015,0.2857142857142857
SC Isapur  khurd,Nov-2015,0.6666666666666666
SC Isapur  khurd,Dec-2015,0.0
SC Isapur  khurd,Jan-2016,1.0
SC Isapur  khurd,Feb-2016,0.6666666666666666
SC Isapur  khurd,Mar-2016,1.0
SC Isapur  khurd,Total,0.673469387755102
SC Isapur Patansawangi,Apr-2015,0.36363636363636365
SC Isapur Patansawangi,May-2015,0.5
SC Isapur Patansawangi,Jun-2015,0.25
SC Isapur Patansawangi,Jul-2015,0.18181818181818182
SC Isapur Patansawangi,Aug-2015,0.29411764705882354
SC Isapur Patansawangi,Sep-2015,0.07692307692307693
SC Isapur Patansawangi,Oct-2015,0.3333333333333333
SC Isapur Patansawangi,Nov-2015,0.5
SC Isapur Patansawangi,Dec-2015,0.21428571428571427
SC Isapur Patansawangi,Jan-2016,0.23809523809523808
SC Isapur Patansawangi,Feb-2016,0.4444444444444444
SC Isapur Patansawangi,Mar-2016,0.38461538461538464
SC Isapur Patansawangi,Total,0.3
SC JAWALI,Apr-2015,0.3333333333333333
SC JAWALI,May-2015,0.3333333333333333
SC JAWALI,Jun-2015,1.0
SC JAWALI,Jul-2015,0.5
SC JAWALI,Aug-2015,0.4
SC JAWALI,Sep-2015,
SC JAWALI,Oct-2015,1.0
SC JAWALI,Nov-2015,0.5
SC JAWALI,Dec-2015,1.0
SC JAWALI,Jan-2016,0.5
SC JAWALI,Feb-2016,1.0
SC JAWALI,Mar-2016,
SC JAWALI,Total,0.5333333333333333
SC JUNI Kamptee,Apr-2015,0.0
SC JUNI Kamptee,May-2015,0.0
SC JUNI Kamptee,Jun-2015,0.4444444444444444
SC JUNI Kamptee,Jul-2015,0.23076923076923078
SC JUNI Kamptee,Aug-2015,0.42857142857142855
SC JUNI Kamptee,Sep-2015,0.0
SC JUNI Kamptee,Oct-2015,0.1111111111111111
SC JUNI Kamptee,Nov-2015,0.6
SC JUNI Kamptee,Dec-2015,0.3333333333333333
SC JUNI Kamptee,Jan-2016,0.1111111111111111
SC JUNI Kamptee,Feb-2016,0.16666666666666666
SC JUNI Kamptee,Mar-2016,0.16666666666666666
SC JUNI Kamptee,Total,0.21621621621621623
SC Jalalkheda,Apr-2015,0.5
SC Jalalkheda,May-2015,0.3333333333333333
SC Jalalkheda,Jun-2015,0.375
SC Jalalkheda,Jul-2015,0.5
SC Jalalkheda,Aug-2015,0.4
SC Jalalkheda,Sep-2015,0.2857142857142857
SC Jalalkheda,Oct-2015,0.2857142857142857
SC Jalalkheda,Nov-2015,0.6666666666666666
SC Jalalkheda,Dec-2015,0.5
SC Jalalkheda,Jan-2016,1.0
SC Jalalkheda,Feb-2016,0.5
SC Jalalkheda,Mar-2016,0.5454545454545454
SC Jalalkheda,Total,0.4945054945054945
SC Jamgaon Jalalkheda,Apr-2015,0.4444444444444444
SC Jamgaon Jalalkheda,May-2015,1.0
SC Jamgaon Jalalkheda,Jun-2015,0.5
SC Jamgaon Jalalkheda,Jul-2015,0.8
SC Jamgaon Jalalkheda,Aug-2015,0.42857142857142855
SC Jamgaon Jalalkheda,Sep-2015,0.8571428571428571
SC Jamgaon Jalalkheda,Oct-2015,0.8
SC Jamgaon Jalalkheda,Nov-2015,0.5555555555555556
SC Jamgaon Jalalkheda,Dec-2015,0.5714285714285714
SC Jamgaon Jalalkheda,Jan-2016,0.42857142857142855
SC Jamgaon Jalalkheda,Feb-2016,0.625
SC Jamgaon Jalalkheda,Mar-2016,0.5714285714285714
SC Jamgaon Jalalkheda,Total,0.6235294117647059
SC Jatamkhora,Apr-2015,1.0
SC Jatamkhora,May-2015,
SC Jatamkhora,Jun-2015,0.0
SC Jatamkhora,Jul-2015,
SC Jatamkhora,Aug-2015,0.0
SC Jatamkhora,Sep-2015,1.0
SC Jatamkhora,Oct-2015,0.0
SC Jatamkhora,Nov-2015,0.0
SC Jatamkhora,Dec-2015,0.5714285714285714
SC Jatamkhora,Jan-2016,1.0
SC Jatamkhora,Feb-2016,1.0
SC Jatamkhora,Mar-2016,
SC Jatamkhora,Total,0.56
SC Jiwanapur,Apr-2015,0.0
SC Jiwanapur,May-2015,1.0
SC Jiwanapur,Jun-2015,0.5
SC Jiwanapur,Jul-2015,0.2
SC Jiwanapur,Aug-2015,0.0
SC Jiwanapur,Sep-2015,0.0
SC Jiwanapur,Oct-2015,0.0
SC Jiwanapur,Nov-2015,
SC Jiwanapur,Dec-2015,1.0
SC Jiwanapur,Jan-2016,0.0
SC Jiwanapur,Feb-2016,0.0
SC Jiwanapur,Mar-2016,0.3333333333333333
SC Jiwanapur,Total,0.15151515151515152
SC Joga,Apr-2015,0.0
SC Joga,May-2015,
SC Joga,Jun-2015,1.0
SC Joga,Jul-2015,0.6666666666666666
SC Joga,Aug-2015,
SC Joga,Sep-2015,1.0
SC Joga,Oct-2015,0.3333333333333333
SC Joga,Nov-2015,0.5
SC Joga,Dec-2015,1.0
SC Joga,Jan-2016,1.0
SC Joga,Feb-2016,0.0
SC Joga,Mar-2016,
SC Joga,Total,0.5333333333333333
SC KANDRI,Apr-2015,0.29411764705882354
SC KANDRI,May-2015,0.26666666666666666
SC KANDRI,Jun-2015,0.34615384615384615
SC KANDRI,Jul-2015,0.3548387096774194
SC KANDRI,Aug-2015,0.3
SC KANDRI,Sep-2015,0.3333333333333333
SC KANDRI,Oct-2015,0.2
SC KANDRI,Nov-2015,0.25
SC KANDRI,Dec-2015,0.23529411764705882
SC KANDRI,Jan-2016,0.2777777777777778
SC KANDRI,Feb-2016,0.2413793103448276
SC KANDRI,Mar-2016,0.26666666666666666
SC KANDRI,Total,0.2875536480686695
SC KARANBHAD,Apr-2015,0.2222222222222222
SC KARANBHAD,May-2015,0.3333333333333333
SC KARANBHAD,Jun-2015,0.0
SC KARANBHAD,Jul-2015,0.25
SC KARANBHAD,Aug-2015,0.14285714285714285
SC KARANBHAD,Sep-2015,0.0
SC KARANBHAD,Oct-2015,0.1111111111111111
SC KARANBHAD,Nov-2015,0.3333333333333333
SC KARANBHAD,Dec-2015,0.0
SC KARANBHAD,Jan-2016,0.5
SC KARANBHAD,Feb-2016,0.2
SC KARANBHAD,Mar-2016,0.0
SC KARANBHAD,Total,0.175
SC KARGAON,Apr-2015,0.3333333333333333
SC KARGAON,May-2015,0.6
SC KARGAON,Jun-2015,0.25
SC KARGAON,Jul-2015,0.42857142857142855
SC KARGAON,Aug-2015,0.5
SC KARGAON,Sep-2015,0.25
SC KARGAON,Oct-2015,0.3333333333333333
SC KARGAON,Nov-2015,0.5
SC KARGAON,Dec-2015,1.0
SC KARGAON,Jan-2016,0.5
SC KARGAON,Feb-2016,0.0
SC KARGAON,Mar-2016,0.6
SC KARGAON,Total,0.46551724137931033
SC KHANDALA Kanhan,Apr-2015,0.0
SC KHANDALA Kanhan,May-2015,0.16666666666666666
SC KHANDALA Kanhan,Jun-2015,0.0
SC KHANDALA Kanhan,Jul-2015,0.14285714285714285
SC KHANDALA Kanhan,Aug-2015,0.2857142857142857
SC KHANDALA Kanhan,Sep-2015,0.5
SC KHANDALA Kanhan,Oct-2015,0.3333333333333333
SC KHANDALA Kanhan,Nov-2015,0.5
SC KHANDALA Kanhan,Dec-2015,0.4166666666666667
SC KHANDALA Kanhan,Jan-2016,0.375
SC KHANDALA Kanhan,Feb-2016,0.16666666666666666
SC KHANDALA Kanhan,Mar-2016,0.5
SC KHANDALA Kanhan,Total,0.3
SC KHAPA,Apr-2015,0.0
SC KHAPA,May-2015,0.4
SC KHAPA,Jun-2015,0.6666666666666666
SC KHAPA,Jul-2015,0.4
SC KHAPA,Aug-2015,1.0
SC KHAPA,Sep-2015,0.5
SC KHAPA,Oct-2015,0.6666666666666666
SC KHAPA,Nov-2015,0.5
SC KHAPA,Dec-2015,0.5
SC KHAPA,Jan-2016,0.0
SC KHAPA,Feb-2016,0.4
SC KHAPA,Mar-2016,1.0
SC KHAPA,Total,0.5128205128205128
SC Kachurwahi,Apr-2015,0.4444444444444444
SC Kachurwahi,May-2015,0.36363636363636365
SC Kachurwahi,Jun-2015,0.35714285714285715
SC Kachurwahi,Jul-2015,0.6363636363636364
SC Kachurwahi,Aug-2015,0.45454545454545453
SC Kachurwahi,Sep-2015,0.375
SC Kachurwahi,Oct-2015,0.4
SC Kachurwahi,Nov-2015,0.3333333333333333
SC Kachurwahi,Dec-2015,0.3333333333333333
SC Kachurwahi,Jan-2016,0.45454545454545453
SC Kachurwahi,Feb-2016,0.5714285714285714
SC Kachurwahi,Mar-2016,0.36363636363636365
SC Kachurwahi,Total,0.4224137931034483
SC Kalmana Pachgaon,Apr-2015,0.3076923076923077
SC Kalmana Pachgaon,May-2015,0.2
SC Kalmana Pachgaon,Jun-2015,0.21428571428571427
SC Kalmana Pachgaon,Jul-2015,0.21428571428571427
SC Kalmana Pachgaon,Aug-2015,0.375
SC Kalmana Pachgaon,Sep-2015,0.3
SC Kalmana Pachgaon,Oct-2015,0.3333333333333333
SC Kalmana Pachgaon,Nov-2015,0.25
SC Kalmana Pachgaon,Dec-2015,0.6363636363636364
SC Kalmana Pachgaon,Jan-2016,0.2857142857142857
SC Kalmana Pachgaon,Feb-2016,0.4
SC Kalmana Pachgaon,Mar-2016,0.28205128205128205
SC Kalmana Pachgaon,Total,0.3067484662576687
SC Kalmbi,Apr-2015,0.2222222222222222
SC Kalmbi,May-2015,0.5
SC Kalmbi,Jun-2015,0.3076923076923077
SC Kalmbi,Jul-2015,0.4444444444444444
SC Kalmbi,Aug-2015,0.3333333333333333
SC Kalmbi,Sep-2015,0.36363636363636365
SC Kalmbi,Oct-2015,1.0
SC Kalmbi,Nov-2015,0.0
SC Kalmbi,Dec-2015,0.45454545454545453
SC Kalmbi,Jan-2016,0.5
SC Kalmbi,Feb-2016,0.2857142857142857
SC Kalmbi,Mar-2016,0.3333333333333333
SC Kalmbi,Total,0.35714285714285715
SC Kandri Mansar,Apr-2015,1.0
SC Kandri Mansar,May-2015,1.0
SC Kandri Mansar,Jun-2015,0.3333333333333333
SC Kandri Mansar,Jul-2015,0.6666666666666666
SC Kandri Mansar,Aug-2015,0.6666666666666666
SC Kandri Mansar,Sep-2015,1.0
SC Kandri Mansar,Oct-2015,0.6666666666666666
SC Kandri Mansar,Nov-2015,0.6666666666666666
SC Kandri Mansar,Dec-2015,1.0
SC Kandri Mansar,Jan-2016,0.5
SC Kandri Mansar,Feb-2016,0.25
SC Kandri Mansar,Mar-2016,0.6666666666666666
SC Kandri Mansar,Total,0.7073170731707317
SC Kanhalgaon,Apr-2015,0.4166666666666667
SC Kanhalgaon,May-2015,0.5714285714285714
SC Kanhalgaon,Jun-2015,0.42857142857142855
SC Kanhalgaon,Jul-2015,0.38461538461538464
SC Kanhalgaon,Aug-2015,0.35294117647058826
SC Kanhalgaon,Sep-2015,0.6
SC Kanhalgaon,Oct-2015,0.18181818181818182
SC Kanhalgaon,Nov-2015,0.3
SC Kanhalgaon,Dec-2015,0.46153846153846156
SC Kanhalgaon,Jan-2016,0.5625
SC Kanhalgaon,Feb-2016,0.2857142857142857
SC Kanhalgaon,Mar-2016,0.26666666666666666
SC Kanhalgaon,Total,0.391304347826087
SC Kanholibara,Apr-2015,0.25
SC Kanholibara,May-2015,0.0
SC Kanholibara,Jun-2015,0.125
SC Kanholibara,Jul-2015,0.2222222222222222
SC Kanholibara,Aug-2015,0.0
SC Kanholibara,Sep-2015,0.3333333333333333
SC Kanholibara,Oct-2015,0.2
SC Kanholibara,Nov-2015,0.25
SC Kanholibara,Dec-2015,0.14285714285714285
SC Kanholibara,Jan-2016,0.09090909090909091
SC Kanholibara,Feb-2016,0.375
SC Kanholibara,Mar-2016,0.0
SC Kanholibara,Total,0.14942528735632185
SC Kapa( Kelwad),Apr-2015,1.0
SC Kapa( Kelwad),May-2015,1.0
SC Kapa( Kelwad),Jun-2015,0.5714285714285714
SC Kapa( Kelwad),Jul-2015,0.3333333333333333
SC Kapa( Kelwad),Aug-2015,0.5
SC Kapa( Kelwad),Sep-2015,0.0
SC Kapa( Kelwad),Oct-2015,0.125
SC Kapa( Kelwad),Nov-2015,0.16666666666666666
SC Kapa( Kelwad),Dec-2015,0.2222222222222222
SC Kapa( Kelwad),Jan-2016,
SC Kapa( Kelwad),Feb-2016,0.2
SC Kapa( Kelwad),Mar-2016,0.1111111111111111
SC Kapa( Kelwad),Total,0.40789473684210525
SC Karwahi,Apr-2015,1.0
SC Karwahi,May-2015,1.0
SC Karwahi,Jun-2015,1.0
SC Karwahi,Jul-2015,0.875
SC Karwahi,Aug-2015,1.0
SC Karwahi,Sep-2015,0.8
SC Karwahi,Oct-2015,0.7142857142857143
SC Karwahi,Nov-2015,1.0
SC Karwahi,Dec-2015,0.5
SC Karwahi,Jan-2016,0.5
SC Karwahi,Feb-2016,1.0
SC Karwahi,Mar-2016,1.0
SC Karwahi,Total,0.8591549295774648
SC Katodi,Apr-2015,0.3333333333333333
SC Katodi,May-2015,0.0
SC Katodi,Jun-2015,0.2
SC Katodi,Jul-2015,0.14285714285714285
SC Katodi,Aug-2015,0.0
SC Katodi,Sep-2015,0.4
SC Katodi,Oct-2015,0.0
SC Katodi,Nov-2015,0.5
SC Katodi,Dec-2015,0.5714285714285714
SC Katodi,Jan-2016,0.5
SC Katodi,Feb-2016,0.2857142857142857
SC Katodi,Mar-2016,0.25
SC Katodi,Total,0.2982456140350877
SC Kavdas,Apr-2015,0.3333333333333333
SC Kavdas,May-2015,0.5
SC Kavdas,Jun-2015,0.5
SC Kavdas,Jul-2015,0.8
SC Kavdas,Aug-2015,0.3333333333333333
SC Kavdas,Sep-2015,0.75
SC Kavdas,Oct-2015,0.0
SC Kavdas,Nov-2015,0.75
SC Kavdas,Dec-2015,0.3333333333333333
SC Kavdas,Jan-2016,0.3333333333333333
SC Kavdas,Feb-2016,0.6666666666666666
SC Kavdas,Mar-2016,0.5
SC Kavdas,Total,0.5526315789473685
SC Kelwad,Apr-2015,0.6
SC Kelwad,May-2015,1.0
SC Kelwad,Jun-2015,1.0
SC Kelwad,Jul-2015,0.0
SC Kelwad,Aug-2015,0.47058823529411764
SC Kelwad,Sep-2015,0.42857142857142855
SC Kelwad,Oct-2015,1.0
SC Kelwad,Nov-2015,0.5
SC Kelwad,Dec-2015,0.0
SC Kelwad,Jan-2016,0.375
SC Kelwad,Feb-2016,0.0
SC Kelwad,Mar-2016,0.3333333333333333
SC Kelwad,Total,0.46153846153846156
SC Khairgaon Mowad,Apr-2015,0.0
SC Khairgaon Mowad,May-2015,0.0
SC Khairgaon Mowad,Jun-2015,0.125
SC Khairgaon Mowad,Jul-2015,0.09090909090909091
SC Khairgaon Mowad,Aug-2015,0.25
SC Khairgaon Mowad,Sep-2015,0.8571428571428571
SC Khairgaon Mowad,Oct-2015,0.36363636363636365
SC Khairgaon Mowad,Nov-2015,0.0
SC Khairgaon Mowad,Dec-2015,0.0
SC Khairgaon Mowad,Jan-2016,0.3333333333333333
SC Khairgaon Mowad,Feb-2016,0.0
SC Khairgaon Mowad,Mar-2016,0.0
SC Khairgaon Mowad,Total,0.2236842105263158
SC Khairi (Dhalgaon),Apr-2015,0.0
SC Khairi (Dhalgaon),May-2015,0.6
SC Khairi (Dhalgaon),Jun-2015,1.0
SC Khairi (Dhalgaon),Jul-2015,0.46153846153846156
SC Khairi (Dhalgaon),Aug-2015,0.5
SC Khairi (Dhalgaon),Sep-2015,0.5
SC Khairi (Dhalgaon),Oct-2015,0.75
SC Khairi (Dhalgaon),Nov-2015,0.0
SC Khairi (Dhalgaon),Dec-2015,0.8
SC Khairi (Dhalgaon),Jan-2016,0.25
SC Khairi (Dhalgaon),Feb-2016,0.4
SC Khairi (Dhalgaon),Mar-2016,0.5
SC Khairi (Dhalgaon),Total,0.4528301886792453
SC Khairi Bijewada,Apr-2015,0.3333333333333333
SC Khairi Bijewada,May-2015,0.75
SC Khairi Bijewada,Jun-2015,0.25
SC Khairi Bijewada,Jul-2015,0.625
SC Khairi Bijewada,Aug-2015,0.5714285714285714
SC Khairi Bijewada,Sep-2015,0.25
SC Khairi Bijewada,Oct-2015,0.1111111111111111
SC Khairi Bijewada,Nov-2015,0.2727272727272727
SC Khairi Bijewada,Dec-2015,0.42857142857142855
SC Khairi Bijewada,Jan-2016,0.42857142857142855
SC Khairi Bijewada,Feb-2016,0.3076923076923077
SC Khairi Bijewada,Mar-2016,0.25
SC Khairi Bijewada,Total,0.375
SC Khairi pannase,Apr-2015,0.06382978723404255
SC Khairi pannase,May-2015,0.04838709677419355
SC Khairi pannase,Jun-2015,0.0945945945945946
SC Khairi pannase,Jul-2015,0.06756756756756757
SC Khairi pannase,Aug-2015,0.05714285714285714
SC Khairi pannase,Sep-2015,0.0
SC Khairi pannase,Oct-2015,0.12087912087912088
SC Khairi pannase,Nov-2015,0.6363636363636364
SC Khairi pannase,Dec-2015,0.3644859813084112
SC Khairi pannase,Jan-2016,0.32432432432432434
SC Khairi pannase,Feb-2016,0.4626865671641791
SC Khairi pannase,Mar-2016,0.23728813559322035
SC Khairi pannase,Total,0.2191780821917808
SC Khairy,Apr-2015,0.3888888888888889
SC Khairy,May-2015,0.4444444444444444
SC Khairy,Jun-2015,0.40625
SC Khairy,Jul-2015,0.2857142857142857
SC Khairy,Aug-2015,0.4
SC Khairy,Sep-2015,0.375
SC Khairy,Oct-2015,1.0
SC Khairy,Nov-2015,0.3333333333333333
SC Khairy,Dec-2015,0.2777777777777778
SC Khairy,Jan-2016,0.3333333333333333
SC Khairy,Feb-2016,0.2
SC Khairy,Mar-2016,0.38461538461538464
SC Khairy,Total,0.3763440860215054
SC Khalasna,Apr-2015,0.3333333333333333
SC Khalasna,May-2015,0.25
SC Khalasna,Jun-2015,1.0
SC Khalasna,Jul-2015,0.25
SC Khalasna,Aug-2015,0.25
SC Khalasna,Sep-2015,0.0
SC Khalasna,Oct-2015,0.2
SC Khalasna,Nov-2015,1.0
SC Khalasna,Dec-2015,1.0
SC Khalasna,Jan-2016,0.3333333333333333
SC Khalasna,Feb-2016,1.0
SC Khalasna,Mar-2016,0.0
SC Khalasna,Total,0.38095238095238093
SC Khangao,Apr-2015,0.7
SC Khangao,May-2015,1.0
SC Khangao,Jun-2015,0.625
SC Khangao,Jul-2015,1.0
SC Khangao,Aug-2015,1.0
SC Khangao,Sep-2015,1.0
SC Khangao,Oct-2015,0.9
SC Khangao,Nov-2015,0.75
SC Khangao,Dec-2015,0.8571428571428571
SC Khangao,Jan-2016,1.0
SC Khangao,Feb-2016,1.0
SC Khangao,Mar-2016,0.75
SC Khangao,Total,0.8666666666666667
SC Khapa (Narsala),Apr-2015,0.0
SC Khapa (Narsala),May-2015,0.6666666666666666
SC Khapa (Narsala),Jun-2015,0.0
SC Khapa (Narsala),Jul-2015,0.3333333333333333
SC Khapa (Narsala),Aug-2015,0.16666666666666666
SC Khapa (Narsala),Sep-2015,0.0
SC Khapa (Narsala),Oct-2015,0.6
SC Khapa (Narsala),Nov-2015,0.0
SC Khapa (Narsala),Dec-2015,0.25
SC Khapa (Narsala),Jan-2016,0.0
SC Khapa (Narsala),Feb-2016,0.16666666666666666
SC Khapa (Narsala),Mar-2016,0.0
SC Khapa (Narsala),Total,0.2222222222222222
SC Khaparkheda,Apr-2015,0.5555555555555556
SC Khaparkheda,May-2015,0.4444444444444444
SC Khaparkheda,Jun-2015,0.7058823529411765
SC Khaparkheda,Jul-2015,0.4166666666666667
SC Khaparkheda,Aug-2015,0.625
SC Khaparkheda,Sep-2015,0.4
SC Khaparkheda,Oct-2015,0.47058823529411764
SC Khaparkheda,Nov-2015,0.0
SC Khaparkheda,Dec-2015,0.2857142857142857
SC Khaparkheda,Jan-2016,0.29411764705882354
SC Khaparkheda,Feb-2016,0.55
SC Khaparkheda,Mar-2016,0.5238095238095238
SC Khaparkheda,Total,0.46994535519125685
SC Khapri Gandhi,Apr-2015,0.4
SC Khapri Gandhi,May-2015,0.75
SC Khapri Gandhi,Jun-2015,0.5
SC Khapri Gandhi,Jul-2015,0.375
SC Khapri Gandhi,Aug-2015,0.8
SC Khapri Gandhi,Sep-2015,0.6666666666666666
SC Khapri Gandhi,Oct-2015,0.5
SC Khapri Gandhi,Nov-2015,0.25
SC Khapri Gandhi,Dec-2015,0.8888888888888888
SC Khapri Gandhi,Jan-2016,0.6666666666666666
SC Khapri Gandhi,Feb-2016,0.4444444444444444
SC Khapri Gandhi,Mar-2016,0.6666666666666666
SC Khapri Gandhi,Total,0.5866666666666667
SC Khapri Railway,Apr-2015,0.3333333333333333
SC Khapri Railway,May-2015,0.25
SC Khapri Railway,Jun-2015,0.5333333333333333
SC Khapri Railway,Jul-2015,0.75
SC Khapri Railway,Aug-2015,0.4
SC Khapri Railway,Sep-2015,0.3333333333333333
SC Khapri Railway,Oct-2015,0.3125
SC Khapri Railway,Nov-2015,0.4
SC Khapri Railway,Dec-2015,0.3333333333333333
SC Khapri Railway,Jan-2016,0.5
SC Khapri Railway,Feb-2016,0.75
SC Khapri Railway,Mar-2016,0.4
SC Khapri Railway,Total,0.432258064516129
SC Kharsoli,Apr-2015,0.14285714285714285
SC Kharsoli,May-2015,0.2857142857142857
SC Kharsoli,Jun-2015,0.3333333333333333
SC Kharsoli,Jul-2015,0.5
SC Kharsoli,Aug-2015,0.25
SC Kharsoli,Sep-2015,0.75
SC Kharsoli,Oct-2015,0.5
SC Kharsoli,Nov-2015,1.0
SC Kharsoli,Dec-2015,0.4
SC Kharsoli,Jan-2016,0.5
SC Kharsoli,Feb-2016,0.4
SC Kharsoli,Mar-2016,1.0
SC Kharsoli,Total,0.42592592592592593
SC Khasala,Apr-2015,0.3076923076923077
SC Khasala,May-2015,0.0
SC Khasala,Jun-2015,0.15384615384615385
SC Khasala,Jul-2015,0.18181818181818182
SC Khasala,Aug-2015,0.7142857142857143
SC Khasala,Sep-2015,0.38461538461538464
SC Khasala,Oct-2015,0.0
SC Khasala,Nov-2015,0.25
SC Khasala,Dec-2015,0.15384615384615385
SC Khasala,Jan-2016,0.2222222222222222
SC Khasala,Feb-2016,0.2
SC Khasala,Mar-2016,0.25
SC Khasala,Total,0.24166666666666667
SC Khat B,Apr-2015,0.0
SC Khat B,May-2015,0.125
SC Khat B,Jun-2015,0.0
SC Khat B,Jul-2015,0.5
SC Khat B,Aug-2015,0.5
SC Khat B,Sep-2015,0.0
SC Khat B,Oct-2015,0.0
SC Khat B,Nov-2015,0.25
SC Khat B,Dec-2015,0.0
