,,Fraction of pregnant women registered under JSY
PHC Kondhali IPHS(24X7),Aug-2015,0.4605263157894737
PHC Kondhali IPHS(24X7),Sep-2015,0.5348837209302325
PHC Kondhali IPHS(24X7),Oct-2015,0.423728813559322
PHC Kondhali IPHS(24X7),Nov-2015,0.5777777777777777
PHC Kondhali IPHS(24X7),Dec-2015,0.45161290322580644
PHC Kondhali IPHS(24X7),Jan-2016,0.5283018867924528
PHC Kondhali IPHS(24X7),Feb-2016,0.5
PHC Kondhali IPHS(24X7),Mar-2016,0.5531914893617021
PHC Kondhali IPHS(24X7),Total,0.487062404870624
PHC Makardhokda,Apr-2015,0.6052631578947368
PHC Makardhokda,May-2015,0.59375
PHC Makardhokda,Jun-2015,0.75
PHC Makardhokda,Jul-2015,0.6111111111111112
PHC Makardhokda,Aug-2015,0.5
PHC Makardhokda,Sep-2015,0.5833333333333334
PHC Makardhokda,Oct-2015,0.625
PHC Makardhokda,Nov-2015,0.5909090909090909
PHC Makardhokda,Dec-2015,0.46875
PHC Makardhokda,Jan-2016,0.5882352941176471
PHC Makardhokda,Feb-2016,0.4647887323943662
PHC Makardhokda,Mar-2016,0.3442622950819672
PHC Makardhokda,Total,0.5464895635673624
PHC Mandhal,Apr-2015,0.47058823529411764
PHC Mandhal,May-2015,0.2631578947368421
PHC Mandhal,Jun-2015,0.3617021276595745
PHC Mandhal,Jul-2015,0.47368421052631576
PHC Mandhal,Aug-2015,0.375
PHC Mandhal,Sep-2015,0.46153846153846156
PHC Mandhal,Oct-2015,0.32432432432432434
PHC Mandhal,Nov-2015,0.21212121212121213
PHC Mandhal,Dec-2015,0.40476190476190477
PHC Mandhal,Jan-2016,0.4482758620689655
PHC Mandhal,Feb-2016,0.5416666666666666
PHC Mandhal,Mar-2016,0.38
PHC Mandhal,Total,0.39473684210526316
PHC Mansar,Apr-2015,0.5757575757575758
PHC Mansar,May-2015,0.6785714285714286
PHC Mansar,Jun-2015,0.4444444444444444
PHC Mansar,Jul-2015,0.5
PHC Mansar,Aug-2015,0.5510204081632653
PHC Mansar,Sep-2015,0.5526315789473685
PHC Mansar,Oct-2015,0.3170731707317073
PHC Mansar,Nov-2015,0.4857142857142857
PHC Mansar,Dec-2015,0.425531914893617
PHC Mansar,Jan-2016,0.4594594594594595
PHC Mansar,Feb-2016,0.3783783783783784
PHC Mansar,Mar-2016,0.4772727272727273
PHC Mansar,Total,0.4811715481171548
PHC Mauda IPHS(24X7),Apr-2015,0.2871287128712871
PHC Mauda IPHS(24X7),May-2015,0.43373493975903615
PHC Mauda IPHS(24X7),Jun-2015,0.367816091954023
PHC Mauda IPHS(24X7),Jul-2015,0.22727272727272727
PHC Mauda IPHS(24X7),Aug-2015,0.18518518518518517
PHC Mauda IPHS(24X7),Sep-2015,0.26
PHC Mauda IPHS(24X7),Oct-2015,0.21176470588235294
PHC Mauda IPHS(24X7),Nov-2015,0.3148148148148148
PHC Mauda IPHS(24X7),Dec-2015,0.24242424242424243
PHC Mauda IPHS(24X7),Jan-2016,0.26666666666666666
PHC Mauda IPHS(24X7),Feb-2016,0.3472222222222222
PHC Mauda IPHS(24X7),Mar-2016,0.23809523809523808
PHC Mauda IPHS(24X7),Total,0.2793969849246231
PHC Mendhala,Apr-2015,0.75
PHC Mendhala,May-2015,0.6
PHC Mendhala,Jun-2015,0.6785714285714286
PHC Mendhala,Jul-2015,0.5172413793103449
PHC Mendhala,Aug-2015,0.48
PHC Mendhala,Sep-2015,0.5925925925925926
PHC Mendhala,Oct-2015,0.46875
PHC Mendhala,Nov-2015,0.46153846153846156
PHC Mendhala,Dec-2015,0.30303030303030304
PHC Mendhala,Jan-2016,0.4594594594594595
PHC Mendhala,Feb-2016,0.375
PHC Mendhala,Mar-2016,0.3103448275862069
PHC Mendhala,Total,0.4880952380952381
PHC Mohapa,Apr-2015,0.4594594594594595
PHC Mohapa,May-2015,0.40540540540540543
PHC Mohapa,Jun-2015,0.4642857142857143
PHC Mohapa,Jul-2015,0.35294117647058826
PHC Mohapa,Aug-2015,0.41379310344827586
PHC Mohapa,Sep-2015,0.2413793103448276
PHC Mohapa,Oct-2015,0.2692307692307692
PHC Mohapa,Nov-2015,0.3548387096774194
PHC Mohapa,Dec-2015,0.3448275862068966
PHC Mohapa,Jan-2016,0.48
PHC Mohapa,Feb-2016,0.3333333333333333
PHC Mohapa,Mar-2016,0.39285714285714285
PHC Mohapa,Total,0.3774104683195592
PHC Mowad,Apr-2015,0.48148148148148145
PHC Mowad,May-2015,0.4117647058823529
PHC Mowad,Jun-2015,0.325
PHC Mowad,Jul-2015,0.3488372093023256
PHC Mowad,Aug-2015,0.5
PHC Mowad,Sep-2015,0.43243243243243246
PHC Mowad,Oct-2015,0.5102040816326531
PHC Mowad,Nov-2015,0.5769230769230769
PHC Mowad,Dec-2015,0.24242424242424243
PHC Mowad,Jan-2016,0.4594594594594595
PHC Mowad,Feb-2016,0.39473684210526316
PHC Mowad,Mar-2016,0.391304347826087
PHC Mowad,Total,0.4211764705882353
PHC Nagardhan(24X7),Apr-2015,0.5192307692307693
PHC Nagardhan(24X7),May-2015,0.30434782608695654
PHC Nagardhan(24X7),Jun-2015,0.2708333333333333
PHC Nagardhan(24X7),Jul-2015,0.24561403508771928
PHC Nagardhan(24X7),Aug-2015,0.32
PHC Nagardhan(24X7),Sep-2015,0.21212121212121213
PHC Nagardhan(24X7),Oct-2015,0.15625
PHC Nagardhan(24X7),Nov-2015,0.34210526315789475
PHC Nagardhan(24X7),Dec-2015,0.4444444444444444
PHC Nagardhan(24X7),Jan-2016,0.425
PHC Nagardhan(24X7),Feb-2016,0.33962264150943394
PHC Nagardhan(24X7),Mar-2016,0.20454545454545456
PHC Nagardhan(24X7),Total,0.3215613382899628
PHC Nand (Nagpur),Apr-2015,0.5652173913043478
PHC Nand (Nagpur),May-2015,0.5
PHC Nand (Nagpur),Jun-2015,0.47368421052631576
PHC Nand (Nagpur),Jul-2015,0.5357142857142857
PHC Nand (Nagpur),Aug-2015,0.7058823529411765
PHC Nand (Nagpur),Sep-2015,0.4772727272727273
PHC Nand (Nagpur),Oct-2015,0.5454545454545454
PHC Nand (Nagpur),Nov-2015,0.29411764705882354
PHC Nand (Nagpur),Dec-2015,0.8181818181818182
PHC Nand (Nagpur),Jan-2016,0.53125
PHC Nand (Nagpur),Feb-2016,0.48148148148148145
PHC Nand (Nagpur),Mar-2016,0.39285714285714285
PHC Nand (Nagpur),Total,0.5406162464985994
PHC Navagaon Khairi(24X7),Apr-2015,0.6470588235294118
PHC Navagaon Khairi(24X7),May-2015,0.5882352941176471
PHC Navagaon Khairi(24X7),Jun-2015,0.5
PHC Navagaon Khairi(24X7),Jul-2015,0.7307692307692307
PHC Navagaon Khairi(24X7),Aug-2015,0.5
PHC Navagaon Khairi(24X7),Sep-2015,0.48148148148148145
PHC Navagaon Khairi(24X7),Oct-2015,0.5909090909090909
PHC Navagaon Khairi(24X7),Nov-2015,0.4166666666666667
PHC Navagaon Khairi(24X7),Dec-2015,0.5714285714285714
PHC Navagaon Khairi(24X7),Jan-2016,0.4827586206896552
PHC Navagaon Khairi(24X7),Feb-2016,0.6190476190476191
PHC Navagaon Khairi(24X7),Mar-2016,0.5263157894736842
PHC Navagaon Khairi(24X7),Total,0.556420233463035
PHC Pachgaon IPHS(24X7),Apr-2015,0.3253012048192771
PHC Pachgaon IPHS(24X7),May-2015,0.375
PHC Pachgaon IPHS(24X7),Jun-2015,0.2988505747126437
PHC Pachgaon IPHS(24X7),Jul-2015,0.1625
PHC Pachgaon IPHS(24X7),Aug-2015,0.4090909090909091
PHC Pachgaon IPHS(24X7),Sep-2015,0.29411764705882354
PHC Pachgaon IPHS(24X7),Oct-2015,0.1774193548387097
PHC Pachgaon IPHS(24X7),Nov-2015,0.3728813559322034
PHC Pachgaon IPHS(24X7),Dec-2015,0.3717948717948718
PHC Pachgaon IPHS(24X7),Jan-2016,0.35384615384615387
PHC Pachgaon IPHS(24X7),Feb-2016,0.3698630136986301
PHC Pachgaon IPHS(24X7),Mar-2016,0.30666666666666664
PHC Pachgaon IPHS(24X7),Total,0.31601272534464475
PHC Patansawangi,Apr-2015,0.36231884057971014
PHC Patansawangi,May-2015,0.38596491228070173
PHC Patansawangi,Jun-2015,0.3787878787878788
PHC Patansawangi,Jul-2015,0.3728813559322034
PHC Patansawangi,Aug-2015,0.2361111111111111
PHC Patansawangi,Sep-2015,0.2692307692307692
PHC Patansawangi,Oct-2015,0.2631578947368421
PHC Patansawangi,Nov-2015,0.39473684210526316
PHC Patansawangi,Dec-2015,0.4142857142857143
PHC Patansawangi,Jan-2016,0.36065573770491804
PHC Patansawangi,Feb-2016,0.3283582089552239
PHC Patansawangi,Mar-2016,0.3387096774193548
PHC Patansawangi,Total,0.3410958904109589
PHC Raipur IPHS(24X7,Apr-2015,0.21304347826086956
PHC Raipur IPHS(24X7,May-2015,0.24623115577889448
PHC Raipur IPHS(24X7,Jun-2015,0.25
PHC Raipur IPHS(24X7,Jul-2015,0.2459016393442623
PHC Raipur IPHS(24X7,Aug-2015,0.3407079646017699
PHC Raipur IPHS(24X7,Sep-2015,0.32142857142857145
PHC Raipur IPHS(24X7,Oct-2015,0.2459016393442623
PHC Raipur IPHS(24X7,Nov-2015,0.3930635838150289
PHC Raipur IPHS(24X7,Dec-2015,0.3951048951048951
PHC Raipur IPHS(24X7,Jan-2016,0.3333333333333333
PHC Raipur IPHS(24X7,Feb-2016,0.38857142857142857
PHC Raipur IPHS(24X7,Mar-2016,0.30666666666666664
PHC Raipur IPHS(24X7,Total,0.30493446414803393
PHC Salwa,Apr-2015,0.5789473684210527
PHC Salwa,May-2015,0.29411764705882354
PHC Salwa,Jun-2015,0.13636363636363635
PHC Salwa,Jul-2015,0.2727272727272727
PHC Salwa,Aug-2015,0.4166666666666667
PHC Salwa,Sep-2015,0.1724137931034483
PHC Salwa,Oct-2015,0.3333333333333333
PHC Salwa,Nov-2015,0.4375
PHC Salwa,Dec-2015,0.4
PHC Salwa,Jan-2016,0.5
PHC Salwa,Feb-2016,0.48148148148148145
PHC Salwa,Mar-2016,0.5526315789473685
PHC Salwa,Total,0.3836065573770492
PHC Satak,Apr-2015,0.25925925925925924
PHC Satak,May-2015,0.20833333333333334
PHC Satak,Jun-2015,0.4
PHC Satak,Jul-2015,0.6666666666666666
PHC Satak,Aug-2015,0.36
PHC Satak,Sep-2015,0.15
PHC Satak,Oct-2015,0.3333333333333333
PHC Satak,Nov-2015,0.29411764705882354
PHC Satak,Dec-2015,0.25
PHC Satak,Jan-2016,0.38461538461538464
PHC Satak,Feb-2016,0.2903225806451613
PHC Satak,Mar-2016,0.1388888888888889
PHC Satak,Total,0.2996845425867508
PHC Sawaergaon,Apr-2015,0.53125
PHC Sawaergaon,May-2015,0.5
PHC Sawaergaon,Jun-2015,0.41935483870967744
PHC Sawaergaon,Jul-2015,0.4411764705882353
PHC Sawaergaon,Aug-2015,0.4444444444444444
PHC Sawaergaon,Sep-2015,0.5384615384615384
PHC Sawaergaon,Oct-2015,0.36666666666666664
PHC Sawaergaon,Nov-2015,0.3333333333333333
PHC Sawaergaon,Dec-2015,0.45
PHC Sawaergaon,Jan-2016,0.37142857142857144
PHC Sawaergaon,Feb-2016,0.4411764705882353
PHC Sawaergaon,Mar-2016,0.42105263157894735
PHC Sawaergaon,Total,0.4389027431421446
PHC Sirsi,Apr-2015,0.42105263157894735
PHC Sirsi,May-2015,0.3076923076923077
PHC Sirsi,Jun-2015,0.5294117647058824
PHC Sirsi,Jul-2015,0.4375
PHC Sirsi,Aug-2015,0.42857142857142855
PHC Sirsi,Sep-2015,0.0
PHC Sirsi,Oct-2015,0.6470588235294118
PHC Sirsi,Nov-2015,0.3333333333333333
PHC Sirsi,Dec-2015,0.2631578947368421
PHC Sirsi,Jan-2016,0.15384615384615385
PHC Sirsi,Feb-2016,0.38461538461538464
PHC Sirsi,Mar-2016,0.36363636363636365
PHC Sirsi,Total,0.3675675675675676
PHC Somnala,Apr-2015,0.5
PHC Somnala,May-2015,0.4473684210526316
PHC Somnala,Jun-2015,0.5588235294117647
PHC Somnala,Jul-2015,0.4146341463414634
PHC Somnala,Aug-2015,0.6
PHC Somnala,Sep-2015,0.4857142857142857
PHC Somnala,Oct-2015,0.5909090909090909
PHC Somnala,Nov-2015,0.5333333333333333
PHC Somnala,Dec-2015,0.425531914893617
PHC Somnala,Jan-2016,0.5263157894736842
PHC Somnala,Feb-2016,0.6122448979591837
PHC Somnala,Mar-2016,0.5454545454545454
PHC Somnala,Total,0.5209205020920502
PHC Takalghat,Apr-2015,0.44047619047619047
PHC Takalghat,May-2015,0.36585365853658536
PHC Takalghat,Jun-2015,0.6710526315789473
PHC Takalghat,Jul-2015,0.39436619718309857
PHC Takalghat,Aug-2015,0.3333333333333333
PHC Takalghat,Sep-2015,0.3333333333333333
PHC Takalghat,Oct-2015,0.39759036144578314
PHC Takalghat,Nov-2015,0.328125
PHC Takalghat,Dec-2015,0.4225352112676056
PHC Takalghat,Jan-2016,0.3815789473684211
PHC Takalghat,Feb-2016,0.2689075630252101
PHC Takalghat,Mar-2016,0.3763440860215054
PHC Takalghat,Total,0.38924050632911394
PHC Tarasa,Apr-2015,0.14
PHC Tarasa,May-2015,0.3125
PHC Tarasa,Jun-2015,0.2537313432835821
PHC Tarasa,Jul-2015,0.3382352941176471
PHC Tarasa,Aug-2015,0.375
PHC Tarasa,Sep-2015,0.2727272727272727
PHC Tarasa,Oct-2015,0.2711864406779661
PHC Tarasa,Nov-2015,0.20512820512820512
PHC Tarasa,Dec-2015,0.2982456140350877
PHC Tarasa,Jan-2016,0.23214285714285715
PHC Tarasa,Feb-2016,0.3220338983050847
PHC Tarasa,Mar-2016,0.17777777777777778
PHC Tarasa,Total,0.2716049382716049
PHC Tishti,Apr-2015,0.21428571428571427
PHC Tishti,May-2015,0.38461538461538464
PHC Tishti,Jun-2015,0.3076923076923077
PHC Tishti,Jul-2015,0.1875
PHC Tishti,Aug-2015,0.2631578947368421
PHC Tishti,Sep-2015,0.3333333333333333
PHC Tishti,Oct-2015,0.2
PHC Tishti,Nov-2015,0.23529411764705882
PHC Tishti,Dec-2015,0.3
PHC Tishti,Jan-2016,0.3888888888888889
PHC Tishti,Feb-2016,0.29411764705882354
PHC Tishti,Mar-2016,0.15789473684210525
PHC Tishti,Total,0.2670157068062827
PHC Titur,Apr-2015,0.21052631578947367
PHC Titur,May-2015,0.25
PHC Titur,Jun-2015,0.4423076923076923
PHC Titur,Jul-2015,0.32075471698113206
PHC Titur,Aug-2015,0.34615384615384615
PHC Titur,Sep-2015,0.14
PHC Titur,Oct-2015,0.1724137931034483
PHC Titur,Nov-2015,0.21951219512195122
PHC Titur,Dec-2015,0.28888888888888886
PHC Titur,Jan-2016,0.3333333333333333
PHC Titur,Feb-2016,0.27586206896551724
PHC Titur,Mar-2016,0.323943661971831
PHC Titur,Total,0.28314238952536824
PHC Veltur IPHS(24X7),Apr-2015,0.23076923076923078
PHC Veltur IPHS(24X7),May-2015,0.3
PHC Veltur IPHS(24X7),Jun-2015,0.5185185185185185
PHC Veltur IPHS(24X7),Jul-2015,0.38235294117647056
PHC Veltur IPHS(24X7),Aug-2015,0.2127659574468085
PHC Veltur IPHS(24X7),Sep-2015,0.3103448275862069
PHC Veltur IPHS(24X7),Oct-2015,0.2727272727272727
PHC Veltur IPHS(24X7),Nov-2015,0.15384615384615385
PHC Veltur IPHS(24X7),Dec-2015,0.4
PHC Veltur IPHS(24X7),Jan-2016,0.14705882352941177
PHC Veltur IPHS(24X7),Feb-2016,0.22727272727272727
PHC Veltur IPHS(24X7),Mar-2016,0.2727272727272727
PHC Veltur IPHS(24X7),Total,0.2798913043478261
PHC Vyahad,Apr-2015,0.32456140350877194
PHC Vyahad,May-2015,0.29347826086956524
PHC Vyahad,Jun-2015,0.24561403508771928
PHC Vyahad,Jul-2015,0.34328358208955223
PHC Vyahad,Aug-2015,0.18604651162790697
PHC Vyahad,Sep-2015,0.32894736842105265
PHC Vyahad,Oct-2015,0.3137254901960784
PHC Vyahad,Nov-2015,0.3142857142857143
PHC Vyahad,Dec-2015,0.2857142857142857
PHC Vyahad,Jan-2016,0.16666666666666666
PHC Vyahad,Feb-2016,0.4563106796116505
PHC Vyahad,Mar-2016,0.216
PHC Vyahad,Total,0.28651685393258425
PHC Yenava,Apr-2015,0.5245901639344263
PHC Yenava,May-2015,0.6666666666666666
PHC Yenava,Jun-2015,0.6111111111111112
PHC Yenava,Jul-2015,0.4358974358974359
PHC Yenava,Aug-2015,0.6818181818181818
PHC Yenava,Sep-2015,0.717948717948718
PHC Yenava,Oct-2015,0.53125
PHC Yenava,Nov-2015,0.6842105263157895
PHC Yenava,Dec-2015,0.6341463414634146
PHC Yenava,Jan-2016,0.6956521739130435
PHC Yenava,Feb-2016,0.7391304347826086
PHC Yenava,Mar-2016,0.675
PHC Yenava,Total,0.6261343012704175
RH Bhivpur,Apr-2015,0.8333333333333334
RH Bhivpur,May-2015,
RH Bhivpur,Jun-2015,0.0
RH Bhivpur,Jul-2015,0.0
RH Bhivpur,Aug-2015,0.0
RH Bhivpur,Sep-2015,0.0
RH Bhivpur,Oct-2015,0.0
RH Bhivpur,Nov-2015,0.4
RH Bhivpur,Dec-2015,0.2222222222222222
RH Bhivpur,Jan-2016,0.15384615384615385
RH Bhivpur,Feb-2016,0.0
RH Bhivpur,Mar-2016,1.0
RH Bhivpur,Total,0.20238095238095238
RH Devlapar,Apr-2015,0.6666666666666666
RH Devlapar,May-2015,
RH Devlapar,Jun-2015,
RH Devlapar,Jul-2015,0.8571428571428571
RH Devlapar,Aug-2015,0.6666666666666666
RH Devlapar,Sep-2015,1.0
RH Devlapar,Oct-2015,0.5
RH Devlapar,Nov-2015,
RH Devlapar,Dec-2015,1.0
RH Devlapar,Jan-2016,0.5714285714285714
RH Devlapar,Feb-2016,0.6363636363636364
RH Devlapar,Mar-2016,1.0
RH Devlapar,Total,0.7551020408163265
RH Hingana,Apr-2015,1.0
RH Hingana,May-2015,0.6363636363636364
RH Hingana,Jun-2015,1.0
RH Hingana,Jul-2015,0.36363636363636365
RH Hingana,Aug-2015,1.0
RH Hingana,Sep-2015,1.0
RH Hingana,Oct-2015,1.0
RH Hingana,Nov-2015,0.25
RH Hingana,Dec-2015,0.5
RH Hingana,Jan-2016,1.0
RH Hingana,Feb-2016,1.0
RH Hingana,Mar-2016,0.5
RH Hingana,Total,0.7605633802816901
RH Kamleshwar,Apr-2015,1.0
RH Kamleshwar,May-2015,1.0
RH Kamleshwar,Jun-2015,1.0
RH Kamleshwar,Jul-2015,1.0
RH Kamleshwar,Aug-2015,1.0
RH Kamleshwar,Sep-2015,1.0
RH Kamleshwar,Oct-2015,1.0
RH Kamleshwar,Nov-2015,1.0
RH Kamleshwar,Dec-2015,1.0
RH Kamleshwar,Jan-2016,1.0
RH Kamleshwar,Feb-2016,1.0
RH Kamleshwar,Mar-2016,1.0
RH Kamleshwar,Total,1.0
RH Katol,Apr-2015,0.2857142857142857
RH Katol,May-2015,0.3
RH Katol,Jun-2015,0.3333333333333333
RH Katol,Jul-2015,0.3142857142857143
RH Katol,Aug-2015,0.21428571428571427
RH Katol,Sep-2015,0.3333333333333333
RH Katol,Oct-2015,0.40625
RH Katol,Nov-2015,0.14285714285714285
RH Katol,Dec-2015,0.2222222222222222
RH Katol,Jan-2016,0.28888888888888886
RH Katol,Feb-2016,0.43478260869565216
RH Katol,Mar-2016,0.3333333333333333
RH Katol,Total,0.29891304347826086
RH Kuhi,Apr-2015,
RH Kuhi,May-2015,
RH Kuhi,Jun-2015,
RH Kuhi,Jul-2015,
RH Kuhi,Aug-2015,
RH Kuhi,Sep-2015,
RH Kuhi,Oct-2015,
RH Kuhi,Nov-2015,
RH Kuhi,Dec-2015,
RH Kuhi,Jan-2016,
RH Kuhi,Feb-2016,
RH Kuhi,Mar-2016,
RH Kuhi,Total,
RH Narkhed,Apr-2015,0.25
RH Narkhed,May-2015,0.25
RH Narkhed,Jun-2015,0.3684210526315789
RH Narkhed,Jul-2015,0.23076923076923078
RH Narkhed,Aug-2015,0.375
RH Narkhed,Sep-2015,0.7333333333333333
RH Narkhed,Oct-2015,0.36363636363636365
RH Narkhed,Nov-2015,0.28
RH Narkhed,Dec-2015,0.21428571428571427
RH Narkhed,Jan-2016,0.2631578947368421
RH Narkhed,Feb-2016,0.2857142857142857
RH Narkhed,Mar-2016,0.21052631578947367
RH Narkhed,Total,0.3041825095057034
RH Omred,Apr-2015,0.7719298245614035
RH Omred,May-2015,0.13333333333333333
RH Omred,Jun-2015,0.4528301886792453
RH Omred,Jul-2015,0.4027777777777778
RH Omred,Aug-2015,0.2727272727272727
RH Omred,Sep-2015,0.2
RH Omred,Oct-2015,0.36
RH Omred,Nov-2015,0.6086956521739131
RH Omred,Dec-2015,0.3382352941176471
RH Omred,Jan-2016,0.3684210526315789
RH Omred,Feb-2016,0.5
RH Omred,Mar-2016,0.1111111111111111
RH Omred,Total,0.36129032258064514
RH Parshivani,Apr-2015,0.0
RH Parshivani,May-2015,
RH Parshivani,Jun-2015,
RH Parshivani,Jul-2015,
RH Parshivani,Aug-2015,
RH Parshivani,Sep-2015,
RH Parshivani,Oct-2015,
RH Parshivani,Nov-2015,
RH Parshivani,Dec-2015,
RH Parshivani,Jan-2016,
RH Parshivani,Feb-2016,
RH Parshivani,Mar-2016,
RH Parshivani,Total,0.0
