,,Fraction of pregnant women registered within 1st trimester
SC Guguldoh,Mar-2016,
SC Guguldoh,Total,1.0
SC Gumgaon,Apr-2015,0.7142857142857143
SC Gumgaon,May-2015,0.5454545454545454
SC Gumgaon,Jun-2015,0.75
SC Gumgaon,Jul-2015,0.7272727272727273
SC Gumgaon,Aug-2015,1.0
SC Gumgaon,Sep-2015,1.0
SC Gumgaon,Oct-2015,1.0
SC Gumgaon,Nov-2015,1.0
SC Gumgaon,Dec-2015,1.0
SC Gumgaon,Jan-2016,1.0
SC Gumgaon,Feb-2016,1.0
SC Gumgaon,Mar-2016,0.9285714285714286
SC Gumgaon,Total,0.8916666666666667
SC Gumthala,Apr-2015,1.0
SC Gumthala,May-2015,0.3333333333333333
SC Gumthala,Jun-2015,0.5454545454545454
SC Gumthala,Jul-2015,1.0
SC Gumthala,Aug-2015,0.75
SC Gumthala,Sep-2015,1.0
SC Gumthala,Oct-2015,1.0
SC Gumthala,Nov-2015,0.6666666666666666
SC Gumthala,Dec-2015,1.0
SC Gumthala,Jan-2016,1.0
SC Gumthala,Feb-2016,0.8888888888888888
SC Gumthala,Mar-2016,1.0
SC Gumthala,Total,0.8333333333333334
SC Gumthala 1,Apr-2015,0.5
SC Gumthala 1,May-2015,0.75
SC Gumthala 1,Jun-2015,0.6875
SC Gumthala 1,Jul-2015,0.8076923076923077
SC Gumthala 1,Aug-2015,0.6428571428571429
SC Gumthala 1,Sep-2015,0.75
SC Gumthala 1,Oct-2015,0.75
SC Gumthala 1,Nov-2015,0.6666666666666666
SC Gumthala 1,Dec-2015,0.8181818181818182
SC Gumthala 1,Jan-2016,0.7777777777777778
SC Gumthala 1,Feb-2016,0.6666666666666666
SC Gumthala 1,Mar-2016,0.6923076923076923
SC Gumthala 1,Total,0.7214285714285714
SC Hardoli,Apr-2015,1.0
SC Hardoli,May-2015,1.0
SC Hardoli,Jun-2015,
SC Hardoli,Jul-2015,1.0
SC Hardoli,Aug-2015,0.75
SC Hardoli,Sep-2015,1.0
SC Hardoli,Oct-2015,1.0
SC Hardoli,Nov-2015,1.0
SC Hardoli,Dec-2015,1.0
SC Hardoli,Jan-2016,1.0
SC Hardoli,Feb-2016,0.8
SC Hardoli,Mar-2016,1.0
SC Hardoli,Total,0.9459459459459459
SC Hevati,Apr-2015,0.875
SC Hevati,May-2015,0.6
SC Hevati,Jun-2015,0.8888888888888888
SC Hevati,Jul-2015,0.8
SC Hevati,Aug-2015,0.8571428571428571
SC Hevati,Sep-2015,1.0
SC Hevati,Oct-2015,1.0
SC Hevati,Nov-2015,0.8
SC Hevati,Dec-2015,1.0
SC Hevati,Jan-2016,1.0
SC Hevati,Feb-2016,0.9428571428571428
SC Hevati,Mar-2016,0.9375
SC Hevati,Total,0.9124087591240876
SC Hivara Sirsi,Apr-2015,1.0
SC Hivara Sirsi,May-2015,1.0
SC Hivara Sirsi,Jun-2015,1.0
SC Hivara Sirsi,Jul-2015,0.5
SC Hivara Sirsi,Aug-2015,1.0
SC Hivara Sirsi,Sep-2015,1.0
SC Hivara Sirsi,Oct-2015,1.0
SC Hivara Sirsi,Nov-2015,1.0
SC Hivara Sirsi,Dec-2015,1.0
SC Hivara Sirsi,Jan-2016,1.0
SC Hivara Sirsi,Feb-2016,1.0
SC Hivara Sirsi,Mar-2016,1.0
SC Hivara Sirsi,Total,0.9736842105263158
SC HiwaraBazar,Apr-2015,1.0
SC HiwaraBazar,May-2015,1.0
SC HiwaraBazar,Jun-2015,1.0
SC HiwaraBazar,Jul-2015,
SC HiwaraBazar,Aug-2015,1.0
SC HiwaraBazar,Sep-2015,1.0
SC HiwaraBazar,Oct-2015,1.0
SC HiwaraBazar,Nov-2015,1.0
SC HiwaraBazar,Dec-2015,0.6666666666666666
SC HiwaraBazar,Jan-2016,0.75
SC HiwaraBazar,Feb-2016,1.0
SC HiwaraBazar,Mar-2016,1.0
SC HiwaraBazar,Total,0.9428571428571428
SC Isapur  khurd,Apr-2015,0.875
SC Isapur  khurd,May-2015,1.0
SC Isapur  khurd,Jun-2015,1.0
SC Isapur  khurd,Jul-2015,1.0
SC Isapur  khurd,Aug-2015,1.0
SC Isapur  khurd,Sep-2015,1.0
SC Isapur  khurd,Oct-2015,1.0
SC Isapur  khurd,Nov-2015,1.0
SC Isapur  khurd,Dec-2015,0.0
SC Isapur  khurd,Jan-2016,1.0
SC Isapur  khurd,Feb-2016,1.0
SC Isapur  khurd,Mar-2016,1.0
SC Isapur  khurd,Total,0.8979591836734694
SC Isapur Patansawangi,Apr-2015,0.9090909090909091
SC Isapur Patansawangi,May-2015,0.8333333333333334
SC Isapur Patansawangi,Jun-2015,0.75
SC Isapur Patansawangi,Jul-2015,0.7272727272727273
SC Isapur Patansawangi,Aug-2015,0.7647058823529411
SC Isapur Patansawangi,Sep-2015,0.5384615384615384
SC Isapur Patansawangi,Oct-2015,0.8888888888888888
SC Isapur Patansawangi,Nov-2015,1.0
SC Isapur Patansawangi,Dec-2015,0.6428571428571429
SC Isapur Patansawangi,Jan-2016,0.8095238095238095
SC Isapur Patansawangi,Feb-2016,0.6666666666666666
SC Isapur Patansawangi,Mar-2016,0.7692307692307693
SC Isapur Patansawangi,Total,0.7666666666666667
SC JAWALI,Apr-2015,1.0
SC JAWALI,May-2015,1.0
SC JAWALI,Jun-2015,1.0
SC JAWALI,Jul-2015,1.0
SC JAWALI,Aug-2015,1.0
SC JAWALI,Sep-2015,
SC JAWALI,Oct-2015,1.0
SC JAWALI,Nov-2015,1.0
SC JAWALI,Dec-2015,0.6666666666666666
SC JAWALI,Jan-2016,1.0
SC JAWALI,Feb-2016,1.0
SC JAWALI,Mar-2016,
SC JAWALI,Total,0.9666666666666667
SC JUNI Kamptee,Apr-2015,0.9090909090909091
SC JUNI Kamptee,May-2015,0.7777777777777778
SC JUNI Kamptee,Jun-2015,0.6666666666666666
SC JUNI Kamptee,Jul-2015,0.6923076923076923
SC JUNI Kamptee,Aug-2015,0.9285714285714286
SC JUNI Kamptee,Sep-2015,0.625
SC JUNI Kamptee,Oct-2015,0.7777777777777778
SC JUNI Kamptee,Nov-2015,0.8
SC JUNI Kamptee,Dec-2015,0.8333333333333334
SC JUNI Kamptee,Jan-2016,0.7777777777777778
SC JUNI Kamptee,Feb-2016,0.6666666666666666
SC JUNI Kamptee,Mar-2016,1.0
SC JUNI Kamptee,Total,0.7927927927927928
SC Jalalkheda,Apr-2015,0.875
SC Jalalkheda,May-2015,1.0
SC Jalalkheda,Jun-2015,1.0
SC Jalalkheda,Jul-2015,1.0
SC Jalalkheda,Aug-2015,0.8
SC Jalalkheda,Sep-2015,1.0
SC Jalalkheda,Oct-2015,0.8571428571428571
SC Jalalkheda,Nov-2015,0.8333333333333334
SC Jalalkheda,Dec-2015,1.0
SC Jalalkheda,Jan-2016,0.75
SC Jalalkheda,Feb-2016,1.0
SC Jalalkheda,Mar-2016,0.6363636363636364
SC Jalalkheda,Total,0.8791208791208791
SC Jamgaon Jalalkheda,Apr-2015,1.0
SC Jamgaon Jalalkheda,May-2015,1.0
SC Jamgaon Jalalkheda,Jun-2015,1.0
SC Jamgaon Jalalkheda,Jul-2015,1.0
SC Jamgaon Jalalkheda,Aug-2015,1.0
SC Jamgaon Jalalkheda,Sep-2015,1.0
SC Jamgaon Jalalkheda,Oct-2015,1.0
SC Jamgaon Jalalkheda,Nov-2015,1.0
SC Jamgaon Jalalkheda,Dec-2015,1.0
SC Jamgaon Jalalkheda,Jan-2016,1.0
SC Jamgaon Jalalkheda,Feb-2016,1.0
SC Jamgaon Jalalkheda,Mar-2016,1.0
SC Jamgaon Jalalkheda,Total,1.0
SC Jatamkhora,Apr-2015,0.4
SC Jatamkhora,May-2015,
SC Jatamkhora,Jun-2015,0.75
SC Jatamkhora,Jul-2015,
SC Jatamkhora,Aug-2015,1.0
SC Jatamkhora,Sep-2015,1.0
SC Jatamkhora,Oct-2015,1.0
SC Jatamkhora,Nov-2015,1.0
SC Jatamkhora,Dec-2015,0.7142857142857143
SC Jatamkhora,Jan-2016,1.0
SC Jatamkhora,Feb-2016,1.0
SC Jatamkhora,Mar-2016,
SC Jatamkhora,Total,0.76
SC Jiwanapur,Apr-2015,0.5
SC Jiwanapur,May-2015,1.0
SC Jiwanapur,Jun-2015,1.0
SC Jiwanapur,Jul-2015,1.0
SC Jiwanapur,Aug-2015,1.0
SC Jiwanapur,Sep-2015,1.0
SC Jiwanapur,Oct-2015,1.0
SC Jiwanapur,Nov-2015,
SC Jiwanapur,Dec-2015,1.0
SC Jiwanapur,Jan-2016,1.0
SC Jiwanapur,Feb-2016,1.0
SC Jiwanapur,Mar-2016,1.0
SC Jiwanapur,Total,0.9696969696969697
SC Joga,Apr-2015,1.0
SC Joga,May-2015,
SC Joga,Jun-2015,1.0
SC Joga,Jul-2015,1.0
SC Joga,Aug-2015,
SC Joga,Sep-2015,0.0
SC Joga,Oct-2015,1.0
SC Joga,Nov-2015,1.0
SC Joga,Dec-2015,0.0
SC Joga,Jan-2016,1.0
SC Joga,Feb-2016,1.0
SC Joga,Mar-2016,
SC Joga,Total,0.8666666666666667
SC KANDRI,Apr-2015,0.8823529411764706
SC KANDRI,May-2015,0.9333333333333333
SC KANDRI,Jun-2015,0.8076923076923077
SC KANDRI,Jul-2015,0.8709677419354839
SC KANDRI,Aug-2015,0.95
SC KANDRI,Sep-2015,0.8333333333333334
SC KANDRI,Oct-2015,1.0
SC KANDRI,Nov-2015,1.0
SC KANDRI,Dec-2015,0.6470588235294118
SC KANDRI,Jan-2016,1.0
SC KANDRI,Feb-2016,1.0
SC KANDRI,Mar-2016,0.8
SC KANDRI,Total,0.8927038626609443
SC KARANBHAD,Apr-2015,0.7777777777777778
SC KARANBHAD,May-2015,0.8333333333333334
SC KARANBHAD,Jun-2015,0.5
SC KARANBHAD,Jul-2015,0.5
SC KARANBHAD,Aug-2015,1.0
SC KARANBHAD,Sep-2015,0.8333333333333334
SC KARANBHAD,Oct-2015,0.7777777777777778
SC KARANBHAD,Nov-2015,1.0
SC KARANBHAD,Dec-2015,0.8888888888888888
SC KARANBHAD,Jan-2016,0.875
SC KARANBHAD,Feb-2016,1.0
SC KARANBHAD,Mar-2016,0.6666666666666666
SC KARANBHAD,Total,0.825
SC KARGAON,Apr-2015,0.8333333333333334
SC KARGAON,May-2015,0.8
SC KARGAON,Jun-2015,0.75
SC KARGAON,Jul-2015,0.5714285714285714
SC KARGAON,Aug-2015,0.875
SC KARGAON,Sep-2015,0.5
SC KARGAON,Oct-2015,0.8333333333333334
SC KARGAON,Nov-2015,1.0
SC KARGAON,Dec-2015,0.75
SC KARGAON,Jan-2016,0.6666666666666666
SC KARGAON,Feb-2016,1.0
SC KARGAON,Mar-2016,0.8
SC KARGAON,Total,0.7586206896551724
SC KHANDALA Kanhan,Apr-2015,1.0
SC KHANDALA Kanhan,May-2015,1.0
SC KHANDALA Kanhan,Jun-2015,1.0
SC KHANDALA Kanhan,Jul-2015,0.8571428571428571
SC KHANDALA Kanhan,Aug-2015,0.8571428571428571
SC KHANDALA Kanhan,Sep-2015,0.5
SC KHANDALA Kanhan,Oct-2015,0.8888888888888888
SC KHANDALA Kanhan,Nov-2015,1.0
SC KHANDALA Kanhan,Dec-2015,1.0
SC KHANDALA Kanhan,Jan-2016,0.75
SC KHANDALA Kanhan,Feb-2016,1.0
SC KHANDALA Kanhan,Mar-2016,1.0
SC KHANDALA Kanhan,Total,0.9142857142857143
SC KHAPA,Apr-2015,1.0
SC KHAPA,May-2015,1.0
SC KHAPA,Jun-2015,1.0
SC KHAPA,Jul-2015,1.0
SC KHAPA,Aug-2015,0.6666666666666666
SC KHAPA,Sep-2015,1.0
SC KHAPA,Oct-2015,1.0
SC KHAPA,Nov-2015,1.0
SC KHAPA,Dec-2015,0.8333333333333334
SC KHAPA,Jan-2016,1.0
SC KHAPA,Feb-2016,0.8
SC KHAPA,Mar-2016,1.0
SC KHAPA,Total,0.9230769230769231
SC Kachurwahi,Apr-2015,1.0
SC Kachurwahi,May-2015,0.9090909090909091
SC Kachurwahi,Jun-2015,0.5714285714285714
SC Kachurwahi,Jul-2015,0.7272727272727273
SC Kachurwahi,Aug-2015,0.9090909090909091
SC Kachurwahi,Sep-2015,0.625
SC Kachurwahi,Oct-2015,0.6
SC Kachurwahi,Nov-2015,0.7777777777777778
SC Kachurwahi,Dec-2015,0.7777777777777778
SC Kachurwahi,Jan-2016,0.45454545454545453
SC Kachurwahi,Feb-2016,0.2857142857142857
SC Kachurwahi,Mar-2016,0.8181818181818182
SC Kachurwahi,Total,0.7155172413793104
SC Kalmana Pachgaon,Apr-2015,0.9230769230769231
SC Kalmana Pachgaon,May-2015,0.9
SC Kalmana Pachgaon,Jun-2015,0.9285714285714286
SC Kalmana Pachgaon,Jul-2015,0.9285714285714286
SC Kalmana Pachgaon,Aug-2015,0.875
SC Kalmana Pachgaon,Sep-2015,0.9
SC Kalmana Pachgaon,Oct-2015,0.9166666666666666
SC Kalmana Pachgaon,Nov-2015,0.875
SC Kalmana Pachgaon,Dec-2015,0.9090909090909091
SC Kalmana Pachgaon,Jan-2016,0.9285714285714286
SC Kalmana Pachgaon,Feb-2016,1.0
SC Kalmana Pachgaon,Mar-2016,0.9487179487179487
SC Kalmana Pachgaon,Total,0.9263803680981595
SC Kalmbi,Apr-2015,0.7777777777777778
SC Kalmbi,May-2015,0.75
SC Kalmbi,Jun-2015,0.5384615384615384
SC Kalmbi,Jul-2015,0.4444444444444444
SC Kalmbi,Aug-2015,0.5
SC Kalmbi,Sep-2015,0.8181818181818182
SC Kalmbi,Oct-2015,1.0
SC Kalmbi,Nov-2015,0.0
SC Kalmbi,Dec-2015,0.7272727272727273
SC Kalmbi,Jan-2016,0.7
SC Kalmbi,Feb-2016,0.8571428571428571
SC Kalmbi,Mar-2016,0.6666666666666666
SC Kalmbi,Total,0.6428571428571429
SC Kandri Mansar,Apr-2015,1.0
SC Kandri Mansar,May-2015,1.0
SC Kandri Mansar,Jun-2015,0.6666666666666666
SC Kandri Mansar,Jul-2015,1.0
SC Kandri Mansar,Aug-2015,1.0
SC Kandri Mansar,Sep-2015,1.0
SC Kandri Mansar,Oct-2015,1.0
SC Kandri Mansar,Nov-2015,1.0
SC Kandri Mansar,Dec-2015,0.8
SC Kandri Mansar,Jan-2016,1.0
SC Kandri Mansar,Feb-2016,1.0
SC Kandri Mansar,Mar-2016,0.8333333333333334
SC Kandri Mansar,Total,0.926829268292683
SC Kanhalgaon,Apr-2015,0.8333333333333334
SC Kanhalgaon,May-2015,0.8571428571428571
SC Kanhalgaon,Jun-2015,0.7142857142857143
SC Kanhalgaon,Jul-2015,0.9230769230769231
SC Kanhalgaon,Aug-2015,0.7647058823529411
SC Kanhalgaon,Sep-2015,0.5333333333333333
SC Kanhalgaon,Oct-2015,0.7272727272727273
SC Kanhalgaon,Nov-2015,0.7
SC Kanhalgaon,Dec-2015,0.5384615384615384
SC Kanhalgaon,Jan-2016,0.875
SC Kanhalgaon,Feb-2016,0.5714285714285714
SC Kanhalgaon,Mar-2016,0.7333333333333333
SC Kanhalgaon,Total,0.7329192546583851
SC Kanholibara,Apr-2015,1.0
SC Kanholibara,May-2015,1.0
SC Kanholibara,Jun-2015,1.0
SC Kanholibara,Jul-2015,1.0
SC Kanholibara,Aug-2015,0.875
SC Kanholibara,Sep-2015,1.0
SC Kanholibara,Oct-2015,1.0
SC Kanholibara,Nov-2015,1.0
SC Kanholibara,Dec-2015,1.0
SC Kanholibara,Jan-2016,0.8181818181818182
SC Kanholibara,Feb-2016,0.75
SC Kanholibara,Mar-2016,1.0
SC Kanholibara,Total,0.9425287356321839
SC Kapa( Kelwad),Apr-2015,0.4166666666666667
SC Kapa( Kelwad),May-2015,0.4
SC Kapa( Kelwad),Jun-2015,0.8571428571428571
SC Kapa( Kelwad),Jul-2015,0.3333333333333333
SC Kapa( Kelwad),Aug-2015,1.0
SC Kapa( Kelwad),Sep-2015,0.8
SC Kapa( Kelwad),Oct-2015,0.75
SC Kapa( Kelwad),Nov-2015,0.8333333333333334
SC Kapa( Kelwad),Dec-2015,0.6666666666666666
SC Kapa( Kelwad),Jan-2016,
SC Kapa( Kelwad),Feb-2016,0.8
SC Kapa( Kelwad),Mar-2016,0.5555555555555556
SC Kapa( Kelwad),Total,0.6447368421052632
SC Karwahi,Apr-2015,0.5
SC Karwahi,May-2015,0.8
SC Karwahi,Jun-2015,1.0
SC Karwahi,Jul-2015,0.5
SC Karwahi,Aug-2015,0.8
SC Karwahi,Sep-2015,0.6
SC Karwahi,Oct-2015,0.7142857142857143
SC Karwahi,Nov-2015,0.6666666666666666
SC Karwahi,Dec-2015,0.8333333333333334
SC Karwahi,Jan-2016,1.0
SC Karwahi,Feb-2016,0.8571428571428571
SC Karwahi,Mar-2016,1.0
SC Karwahi,Total,0.7746478873239436
SC Katodi,Apr-2015,0.3333333333333333
SC Katodi,May-2015,1.0
SC Katodi,Jun-2015,0.6
SC Katodi,Jul-2015,0.8571428571428571
SC Katodi,Aug-2015,1.0
SC Katodi,Sep-2015,0.8
SC Katodi,Oct-2015,1.0
SC Katodi,Nov-2015,0.75
SC Katodi,Dec-2015,0.5714285714285714
SC Katodi,Jan-2016,0.6666666666666666
SC Katodi,Feb-2016,1.0
SC Katodi,Mar-2016,1.0
SC Katodi,Total,0.7894736842105263
SC Kavdas,Apr-2015,1.0
SC Kavdas,May-2015,1.0
SC Kavdas,Jun-2015,1.0
SC Kavdas,Jul-2015,1.0
SC Kavdas,Aug-2015,1.0
SC Kavdas,Sep-2015,1.0
SC Kavdas,Oct-2015,1.0
SC Kavdas,Nov-2015,1.0
SC Kavdas,Dec-2015,1.0
SC Kavdas,Jan-2016,1.0
SC Kavdas,Feb-2016,1.0
SC Kavdas,Mar-2016,1.0
SC Kavdas,Total,1.0
SC Kelwad,Apr-2015,0.8666666666666667
SC Kelwad,May-2015,1.0
SC Kelwad,Jun-2015,0.3333333333333333
SC Kelwad,Jul-2015,1.0
SC Kelwad,Aug-2015,0.7647058823529411
SC Kelwad,Sep-2015,0.8571428571428571
SC Kelwad,Oct-2015,0.8
SC Kelwad,Nov-2015,0.8
SC Kelwad,Dec-2015,0.8571428571428571
SC Kelwad,Jan-2016,0.75
SC Kelwad,Feb-2016,0.75
SC Kelwad,Mar-2016,1.0
SC Kelwad,Total,0.8241758241758241
SC Khairgaon Mowad,Apr-2015,1.0
SC Khairgaon Mowad,May-2015,1.0
SC Khairgaon Mowad,Jun-2015,0.75
SC Khairgaon Mowad,Jul-2015,0.45454545454545453
SC Khairgaon Mowad,Aug-2015,0.75
SC Khairgaon Mowad,Sep-2015,0.8571428571428571
SC Khairgaon Mowad,Oct-2015,0.5454545454545454
SC Khairgaon Mowad,Nov-2015,1.0
SC Khairgaon Mowad,Dec-2015,1.0
SC Khairgaon Mowad,Jan-2016,0.7777777777777778
SC Khairgaon Mowad,Feb-2016,0.8
SC Khairgaon Mowad,Mar-2016,1.0
SC Khairgaon Mowad,Total,0.75
SC Khairi (Dhalgaon),Apr-2015,1.0
SC Khairi (Dhalgaon),May-2015,0.8
SC Khairi (Dhalgaon),Jun-2015,1.0
SC Khairi (Dhalgaon),Jul-2015,0.8461538461538461
SC Khairi (Dhalgaon),Aug-2015,1.0
SC Khairi (Dhalgaon),Sep-2015,1.0
SC Khairi (Dhalgaon),Oct-2015,0.75
SC Khairi (Dhalgaon),Nov-2015,1.0
SC Khairi (Dhalgaon),Dec-2015,0.8
SC Khairi (Dhalgaon),Jan-2016,0.625
SC Khairi (Dhalgaon),Feb-2016,0.8
SC Khairi (Dhalgaon),Mar-2016,0.5
SC Khairi (Dhalgaon),Total,0.8113207547169812
SC Khairi Bijewada,Apr-2015,0.5
SC Khairi Bijewada,May-2015,0.5
SC Khairi Bijewada,Jun-2015,0.6666666666666666
SC Khairi Bijewada,Jul-2015,0.5
SC Khairi Bijewada,Aug-2015,0.42857142857142855
SC Khairi Bijewada,Sep-2015,0.25
SC Khairi Bijewada,Oct-2015,0.7777777777777778
SC Khairi Bijewada,Nov-2015,0.7272727272727273
SC Khairi Bijewada,Dec-2015,0.7142857142857143
SC Khairi Bijewada,Jan-2016,0.5714285714285714
SC Khairi Bijewada,Feb-2016,0.5384615384615384
SC Khairi Bijewada,Mar-2016,0.6666666666666666
SC Khairi Bijewada,Total,0.578125
SC Khairi pannase,Apr-2015,0.2978723404255319
SC Khairi pannase,May-2015,0.5
SC Khairi pannase,Jun-2015,0.25675675675675674
SC Khairi pannase,Jul-2015,0.21621621621621623
SC Khairi pannase,Aug-2015,0.4
SC Khairi pannase,Sep-2015,0.43478260869565216
SC Khairi pannase,Oct-2015,0.38461538461538464
SC Khairi pannase,Nov-2015,0.5818181818181818
SC Khairi pannase,Dec-2015,0.4392523364485981
SC Khairi pannase,Jan-2016,0.6621621621621622
SC Khairi pannase,Feb-2016,0.7313432835820896
SC Khairi pannase,Mar-2016,0.559322033898305
SC Khairi pannase,Total,0.4520547945205479
SC Khairy,Apr-2015,0.8333333333333334
SC Khairy,May-2015,0.6666666666666666
SC Khairy,Jun-2015,0.59375
SC Khairy,Jul-2015,0.47619047619047616
SC Khairy,Aug-2015,0.8
SC Khairy,Sep-2015,0.75
SC Khairy,Oct-2015,1.0
SC Khairy,Nov-2015,0.5
SC Khairy,Dec-2015,0.8333333333333334
SC Khairy,Jan-2016,0.5555555555555556
SC Khairy,Feb-2016,0.8
SC Khairy,Mar-2016,0.4230769230769231
SC Khairy,Total,0.6505376344086021
SC Khalasna,Apr-2015,0.6666666666666666
SC Khalasna,May-2015,1.0
SC Khalasna,Jun-2015,1.0
SC Khalasna,Jul-2015,1.0
SC Khalasna,Aug-2015,0.5
SC Khalasna,Sep-2015,1.0
SC Khalasna,Oct-2015,1.0
SC Khalasna,Nov-2015,0.0
SC Khalasna,Dec-2015,1.0
SC Khalasna,Jan-2016,1.0
SC Khalasna,Feb-2016,1.0
SC Khalasna,Mar-2016,0.8
SC Khalasna,Total,0.8571428571428571
SC Khangao,Apr-2015,1.0
SC Khangao,May-2015,1.0
SC Khangao,Jun-2015,0.75
SC Khangao,Jul-2015,0.8
SC Khangao,Aug-2015,1.0
SC Khangao,Sep-2015,1.0
SC Khangao,Oct-2015,0.8
SC Khangao,Nov-2015,1.0
SC Khangao,Dec-2015,0.8571428571428571
SC Khangao,Jan-2016,1.0
SC Khangao,Feb-2016,0.5714285714285714
SC Khangao,Mar-2016,0.75
SC Khangao,Total,0.8666666666666667
SC Khapa (Narsala),Apr-2015,0.8
SC Khapa (Narsala),May-2015,0.0
SC Khapa (Narsala),Jun-2015,0.6666666666666666
SC Khapa (Narsala),Jul-2015,0.5
SC Khapa (Narsala),Aug-2015,0.6666666666666666
SC Khapa (Narsala),Sep-2015,1.0
SC Khapa (Narsala),Oct-2015,0.8
SC Khapa (Narsala),Nov-2015,1.0
SC Khapa (Narsala),Dec-2015,1.0
SC Khapa (Narsala),Jan-2016,1.0
SC Khapa (Narsala),Feb-2016,1.0
SC Khapa (Narsala),Mar-2016,0.8333333333333334
SC Khapa (Narsala),Total,0.7222222222222222
SC Khaparkheda,Apr-2015,0.6666666666666666
SC Khaparkheda,May-2015,0.8888888888888888
SC Khaparkheda,Jun-2015,0.8823529411764706
SC Khaparkheda,Jul-2015,0.8333333333333334
SC Khaparkheda,Aug-2015,0.8125
SC Khaparkheda,Sep-2015,0.7
SC Khaparkheda,Oct-2015,0.8235294117647058
SC Khaparkheda,Nov-2015,0.6666666666666666
SC Khaparkheda,Dec-2015,0.8571428571428571
SC Khaparkheda,Jan-2016,0.8235294117647058
SC Khaparkheda,Feb-2016,0.75
SC Khaparkheda,Mar-2016,0.7619047619047619
SC Khaparkheda,Total,0.7814207650273224
SC Khapri Gandhi,Apr-2015,1.0
SC Khapri Gandhi,May-2015,0.25
SC Khapri Gandhi,Jun-2015,1.0
SC Khapri Gandhi,Jul-2015,0.75
SC Khapri Gandhi,Aug-2015,0.8
SC Khapri Gandhi,Sep-2015,1.0
SC Khapri Gandhi,Oct-2015,1.0
SC Khapri Gandhi,Nov-2015,0.75
SC Khapri Gandhi,Dec-2015,0.7777777777777778
SC Khapri Gandhi,Jan-2016,1.0
SC Khapri Gandhi,Feb-2016,1.0
SC Khapri Gandhi,Mar-2016,1.0
SC Khapri Gandhi,Total,0.88
SC Khapri Railway,Apr-2015,0.8333333333333334
SC Khapri Railway,May-2015,0.6875
SC Khapri Railway,Jun-2015,0.9333333333333333
SC Khapri Railway,Jul-2015,0.8333333333333334
SC Khapri Railway,Aug-2015,0.8
SC Khapri Railway,Sep-2015,0.8333333333333334
SC Khapri Railway,Oct-2015,0.75
SC Khapri Railway,Nov-2015,0.8666666666666667
SC Khapri Railway,Dec-2015,0.8666666666666667
SC Khapri Railway,Jan-2016,0.7
SC Khapri Railway,Feb-2016,0.9166666666666666
SC Khapri Railway,Mar-2016,0.8
SC Khapri Railway,Total,0.8193548387096774
SC Kharsoli,Apr-2015,0.8571428571428571
SC Kharsoli,May-2015,0.2857142857142857
SC Kharsoli,Jun-2015,0.6666666666666666
SC Kharsoli,Jul-2015,0.8333333333333334
SC Kharsoli,Aug-2015,1.0
SC Kharsoli,Sep-2015,1.0
SC Kharsoli,Oct-2015,0.75
SC Kharsoli,Nov-2015,1.0
SC Kharsoli,Dec-2015,0.8
SC Kharsoli,Jan-2016,1.0
SC Kharsoli,Feb-2016,1.0
SC Kharsoli,Mar-2016,0.5
SC Kharsoli,Total,0.7962962962962963
SC Khasala,Apr-2015,0.9230769230769231
SC Khasala,May-2015,1.0
SC Khasala,Jun-2015,0.5384615384615384
SC Khasala,Jul-2015,0.7272727272727273
SC Khasala,Aug-2015,0.8571428571428571
SC Khasala,Sep-2015,0.8461538461538461
SC Khasala,Oct-2015,0.7142857142857143
SC Khasala,Nov-2015,0.625
SC Khasala,Dec-2015,0.6923076923076923
SC Khasala,Jan-2016,0.8888888888888888
SC Khasala,Feb-2016,0.7
SC Khasala,Mar-2016,0.75
SC Khasala,Total,0.7583333333333333
SC Khat B,Apr-2015,1.0
SC Khat B,May-2015,1.0
SC Khat B,Jun-2015,1.0
SC Khat B,Jul-2015,1.0
SC Khat B,Aug-2015,1.0
SC Khat B,Sep-2015,1.0
SC Khat B,Oct-2015,1.0
SC Khat B,Nov-2015,1.0
SC Khat B,Dec-2015,1.0
SC Khat B,Jan-2016,1.0
SC Khat B,Feb-2016,1.0
SC Khat B,Mar-2016,1.0
SC Khat B,Total,1.0
SC Khubala,Apr-2015,0.8333333333333334
SC Khubala,May-2015,1.0
SC Khubala,Jun-2015,1.0
SC Khubala,Jul-2015,0.6666666666666666
SC Khubala,Aug-2015,0.8333333333333334
SC Khubala,Sep-2015,0.3333333333333333
SC Khubala,Oct-2015,0.8
SC Khubala,Nov-2015,1.0
SC Khubala,Dec-2015,1.0
SC Khubala,Jan-2016,1.0
SC Khubala,Feb-2016,1.0
SC Khubala,Mar-2016,1.0
SC Khubala,Total,0.8723404255319149
SC Khumari,Apr-2015,0.5
SC Khumari,May-2015,1.0
SC Khumari,Jun-2015,0.75
SC Khumari,Jul-2015,0.9166666666666666
SC Khumari,Aug-2015,1.0
SC Khumari,Sep-2015,0.8
SC Khumari,Oct-2015,1.0
SC Khumari,Nov-2015,0.6
SC Khumari,Dec-2015,1.0
SC Khumari,Jan-2016,1.0
SC Khumari,Feb-2016,1.0
SC Khumari,Mar-2016,0.0
SC Khumari,Total,0.847457627118644
SC Khursapar,Apr-2015,1.0
SC Khursapar,May-2015,1.0
SC Khursapar,Jun-2015,1.0
SC Khursapar,Jul-2015,1.0
SC Khursapar,Aug-2015,1.0
SC Khursapar,Sep-2015,1.0
SC Khursapar,Oct-2015,1.0
SC Khursapar,Nov-2015,
