,,Fraction of pregnant women registered within 1st trimester
SC Sawali Dhapewada,Oct-2015,1.0
SC Sawali Dhapewada,Nov-2015,0.5
SC Sawali Dhapewada,Dec-2015,1.0
SC Sawali Dhapewada,Jan-2016,0.8571428571428571
SC Sawali Dhapewada,Feb-2016,1.0
SC Sawali Dhapewada,Mar-2016,1.0
SC Sawali Dhapewada,Total,0.9375
SC Sawangi Bela,Apr-2015,0.5
SC Sawangi Bela,May-2015,1.0
SC Sawangi Bela,Jun-2015,1.0
SC Sawangi Bela,Jul-2015,
SC Sawangi Bela,Aug-2015,0.5
SC Sawangi Bela,Sep-2015,1.0
SC Sawangi Bela,Oct-2015,1.0
SC Sawangi Bela,Nov-2015,
SC Sawangi Bela,Dec-2015,0.8
SC Sawangi Bela,Jan-2016,0.6666666666666666
SC Sawangi Bela,Feb-2016,1.0
SC Sawangi Bela,Mar-2016,1.0
SC Sawangi Bela,Total,0.8
SC Sawarmendha,Apr-2015,0.5714285714285714
SC Sawarmendha,May-2015,0.8
SC Sawarmendha,Jun-2015,1.0
SC Sawarmendha,Jul-2015,1.0
SC Sawarmendha,Aug-2015,0.8
SC Sawarmendha,Sep-2015,0.75
SC Sawarmendha,Oct-2015,0.75
SC Sawarmendha,Nov-2015,1.0
SC Sawarmendha,Dec-2015,
SC Sawarmendha,Jan-2016,1.0
SC Sawarmendha,Feb-2016,1.0
SC Sawarmendha,Mar-2016,0.8
SC Sawarmendha,Total,0.8181818181818182
SC Shedeshwar,Apr-2015,1.0
SC Shedeshwar,May-2015,1.0
SC Shedeshwar,Jun-2015,1.0
SC Shedeshwar,Jul-2015,0.0
SC Shedeshwar,Aug-2015,1.0
SC Shedeshwar,Sep-2015,1.0
SC Shedeshwar,Oct-2015,1.0
SC Shedeshwar,Nov-2015,1.0
SC Shedeshwar,Dec-2015,1.0
SC Shedeshwar,Jan-2016,1.0
SC Shedeshwar,Feb-2016,1.0
SC Shedeshwar,Mar-2016,1.0
SC Shedeshwar,Total,0.9534883720930233
SC Shirpur Gumthala,Apr-2015,0.38461538461538464
SC Shirpur Gumthala,May-2015,1.0
SC Shirpur Gumthala,Jun-2015,0.35714285714285715
SC Shirpur Gumthala,Jul-2015,1.0
SC Shirpur Gumthala,Aug-2015,0.5555555555555556
SC Shirpur Gumthala,Sep-2015,0.4666666666666667
SC Shirpur Gumthala,Oct-2015,1.0
SC Shirpur Gumthala,Nov-2015,1.0
SC Shirpur Gumthala,Dec-2015,0.3333333333333333
SC Shirpur Gumthala,Jan-2016,0.625
SC Shirpur Gumthala,Feb-2016,0.4
SC Shirpur Gumthala,Mar-2016,0.45454545454545453
SC Shirpur Gumthala,Total,0.5819672131147541
SC Shiwa,Apr-2015,1.0
SC Shiwa,May-2015,0.7272727272727273
SC Shiwa,Jun-2015,0.5714285714285714
SC Shiwa,Jul-2015,1.0
SC Shiwa,Aug-2015,0.7142857142857143
SC Shiwa,Sep-2015,1.0
SC Shiwa,Oct-2015,1.0
SC Shiwa,Nov-2015,0.0
SC Shiwa,Dec-2015,0.7
SC Shiwa,Jan-2016,0.8571428571428571
SC Shiwa,Feb-2016,0.5714285714285714
SC Shiwa,Mar-2016,1.0
SC Shiwa,Total,0.7816091954022989
SC Sillewada CT,Apr-2015,0.2
SC Sillewada CT,May-2015,0.26666666666666666
SC Sillewada CT,Jun-2015,0.3333333333333333
SC Sillewada CT,Jul-2015,0.2857142857142857
SC Sillewada CT,Aug-2015,0.16666666666666666
SC Sillewada CT,Sep-2015,0.5714285714285714
SC Sillewada CT,Oct-2015,0.46153846153846156
SC Sillewada CT,Nov-2015,0.6666666666666666
SC Sillewada CT,Dec-2015,0.625
SC Sillewada CT,Jan-2016,0.8571428571428571
SC Sillewada CT,Feb-2016,0.6
SC Sillewada CT,Mar-2016,0.875
SC Sillewada CT,Total,0.47
SC Silli,Apr-2015,1.0
SC Silli,May-2015,0.875
SC Silli,Jun-2015,0.875
SC Silli,Jul-2015,1.0
SC Silli,Aug-2015,0.5
SC Silli,Sep-2015,1.0
SC Silli,Oct-2015,
SC Silli,Nov-2015,1.0
SC Silli,Dec-2015,1.0
SC Silli,Jan-2016,1.0
SC Silli,Feb-2016,0.8
SC Silli,Mar-2016,1.0
SC Silli,Total,0.9259259259259259
SC Sironji,Apr-2015,0.75
SC Sironji,May-2015,1.0
SC Sironji,Jun-2015,0.625
SC Sironji,Jul-2015,0.6666666666666666
SC Sironji,Aug-2015,0.0
SC Sironji,Sep-2015,1.0
SC Sironji,Oct-2015,1.0
SC Sironji,Nov-2015,1.0
SC Sironji,Dec-2015,0.5714285714285714
SC Sironji,Jan-2016,1.0
SC Sironji,Feb-2016,1.0
SC Sironji,Mar-2016,0.25
SC Sironji,Total,0.76
SC Sirsi,Apr-2015,
SC Sirsi,May-2015,
SC Sirsi,Jun-2015,
SC Sirsi,Jul-2015,
SC Sirsi,Aug-2015,
SC Sirsi,Sep-2015,
SC Sirsi,Oct-2015,
SC Sirsi,Nov-2015,
SC Sirsi,Dec-2015,
SC Sirsi,Jan-2016,
SC Sirsi,Feb-2016,
SC Sirsi,Mar-2016,
SC Sirsi,Total,
SC Sirsi Yenava,Apr-2015,1.0
SC Sirsi Yenava,May-2015,0.8333333333333334
SC Sirsi Yenava,Jun-2015,1.0
SC Sirsi Yenava,Jul-2015,1.0
SC Sirsi Yenava,Aug-2015,1.0
SC Sirsi Yenava,Sep-2015,1.0
SC Sirsi Yenava,Oct-2015,1.0
SC Sirsi Yenava,Nov-2015,1.0
SC Sirsi Yenava,Dec-2015,1.0
SC Sirsi Yenava,Jan-2016,1.0
SC Sirsi Yenava,Feb-2016,1.0
SC Sirsi Yenava,Mar-2016,1.0
SC Sirsi Yenava,Total,0.9705882352941176
SC Sirul,Apr-2015,0.8333333333333334
SC Sirul,May-2015,0.8888888888888888
SC Sirul,Jun-2015,0.5
SC Sirul,Jul-2015,0.8888888888888888
SC Sirul,Aug-2015,0.2727272727272727
SC Sirul,Sep-2015,1.0
SC Sirul,Oct-2015,0.75
SC Sirul,Nov-2015,0.4
SC Sirul,Dec-2015,0.4
SC Sirul,Jan-2016,0.7142857142857143
SC Sirul,Feb-2016,0.6666666666666666
SC Sirul,Mar-2016,0.9375
SC Sirul,Total,0.7108433734939759
SC Sitapur,Apr-2015,0.8571428571428571
SC Sitapur,May-2015,1.0
SC Sitapur,Jun-2015,0.5714285714285714
SC Sitapur,Jul-2015,1.0
SC Sitapur,Aug-2015,0.8888888888888888
SC Sitapur,Sep-2015,0.6666666666666666
SC Sitapur,Oct-2015,0.5
SC Sitapur,Nov-2015,0.6666666666666666
SC Sitapur,Dec-2015,0.75
SC Sitapur,Jan-2016,0.9
SC Sitapur,Feb-2016,0.3333333333333333
SC Sitapur,Mar-2016,0.8
SC Sitapur,Total,0.775
SC Sonegaon Gondkhairi,Apr-2015,0.7857142857142857
SC Sonegaon Gondkhairi,May-2015,0.6363636363636364
SC Sonegaon Gondkhairi,Jun-2015,0.5384615384615384
SC Sonegaon Gondkhairi,Jul-2015,0.3333333333333333
SC Sonegaon Gondkhairi,Aug-2015,0.47619047619047616
SC Sonegaon Gondkhairi,Sep-2015,0.7142857142857143
SC Sonegaon Gondkhairi,Oct-2015,0.5294117647058824
SC Sonegaon Gondkhairi,Nov-2015,1.0
SC Sonegaon Gondkhairi,Dec-2015,0.8
SC Sonegaon Gondkhairi,Jan-2016,0.6666666666666666
SC Sonegaon Gondkhairi,Feb-2016,1.0
SC Sonegaon Gondkhairi,Mar-2016,0.3333333333333333
SC Sonegaon Gondkhairi,Total,0.5966386554621849
SC Sonegaon Gumthala,Apr-2015,0.6
SC Sonegaon Gumthala,May-2015,0.42857142857142855
SC Sonegaon Gumthala,Jun-2015,0.6666666666666666
SC Sonegaon Gumthala,Jul-2015,1.0
SC Sonegaon Gumthala,Aug-2015,0.8333333333333334
SC Sonegaon Gumthala,Sep-2015,0.0
SC Sonegaon Gumthala,Oct-2015,0.75
SC Sonegaon Gumthala,Nov-2015,1.0
SC Sonegaon Gumthala,Dec-2015,0.6666666666666666
SC Sonegaon Gumthala,Jan-2016,1.0
SC Sonegaon Gumthala,Feb-2016,0.7272727272727273
SC Sonegaon Gumthala,Mar-2016,0.25
SC Sonegaon Gumthala,Total,0.5774647887323944
SC Sonegaon lodhi,Apr-2015,1.0
SC Sonegaon lodhi,May-2015,0.5
SC Sonegaon lodhi,Jun-2015,1.0
SC Sonegaon lodhi,Jul-2015,0.6666666666666666
SC Sonegaon lodhi,Aug-2015,0.6666666666666666
SC Sonegaon lodhi,Sep-2015,1.0
SC Sonegaon lodhi,Oct-2015,1.0
SC Sonegaon lodhi,Nov-2015,1.0
SC Sonegaon lodhi,Dec-2015,1.0
SC Sonegaon lodhi,Jan-2016,1.0
SC Sonegaon lodhi,Feb-2016,0.6
SC Sonegaon lodhi,Mar-2016,0.6666666666666666
SC Sonegaon lodhi,Total,0.8666666666666667
SC Suradevi,Apr-2015,0.5
SC Suradevi,May-2015,0.75
SC Suradevi,Jun-2015,0.5
SC Suradevi,Jul-2015,0.7142857142857143
SC Suradevi,Aug-2015,0.8
SC Suradevi,Sep-2015,0.75
SC Suradevi,Oct-2015,0.75
SC Suradevi,Nov-2015,0.8
SC Suradevi,Dec-2015,0.42857142857142855
SC Suradevi,Jan-2016,0.8333333333333334
SC Suradevi,Feb-2016,1.0
SC Suradevi,Mar-2016,0.8571428571428571
SC Suradevi,Total,0.7096774193548387
SC Susundri,Apr-2015,1.0
SC Susundri,May-2015,0.75
SC Susundri,Jun-2015,1.0
SC Susundri,Jul-2015,0.8888888888888888
SC Susundri,Aug-2015,1.0
SC Susundri,Sep-2015,0.6
SC Susundri,Oct-2015,1.0
SC Susundri,Nov-2015,1.0
SC Susundri,Dec-2015,1.0
SC Susundri,Jan-2016,1.0
SC Susundri,Feb-2016,1.0
SC Susundri,Mar-2016,0.0
SC Susundri,Total,0.8035714285714286
SC THADIPAWNI,Apr-2015,1.0
SC THADIPAWNI,May-2015,1.0
SC THADIPAWNI,Jun-2015,0.8333333333333334
SC THADIPAWNI,Jul-2015,1.0
SC THADIPAWNI,Aug-2015,1.0
SC THADIPAWNI,Sep-2015,0.8571428571428571
SC THADIPAWNI,Oct-2015,0.8333333333333334
SC THADIPAWNI,Nov-2015,0.75
SC THADIPAWNI,Dec-2015,0.8333333333333334
SC THADIPAWNI,Jan-2016,0.8
SC THADIPAWNI,Feb-2016,0.75
SC THADIPAWNI,Mar-2016,0.8888888888888888
SC THADIPAWNI,Total,0.8714285714285714
SC Takalgaht,Apr-2015,1.0
SC Takalgaht,May-2015,1.0
SC Takalgaht,Jun-2015,1.0
SC Takalgaht,Jul-2015,1.0
SC Takalgaht,Aug-2015,1.0
SC Takalgaht,Sep-2015,1.0
SC Takalgaht,Oct-2015,1.0
SC Takalgaht,Nov-2015,0.9090909090909091
SC Takalgaht,Dec-2015,0.8421052631578947
SC Takalgaht,Jan-2016,0.9
SC Takalgaht,Feb-2016,0.9047619047619048
SC Takalgaht,Mar-2016,0.9333333333333333
SC Takalgaht,Total,0.953757225433526
SC Tanda,Apr-2015,1.0
SC Tanda,May-2015,1.0
SC Tanda,Jun-2015,0.9166666666666666
SC Tanda,Jul-2015,1.0
SC Tanda,Aug-2015,1.0
SC Tanda,Sep-2015,1.0
SC Tanda,Oct-2015,1.0
SC Tanda,Nov-2015,1.0
SC Tanda,Dec-2015,0.8571428571428571
SC Tanda,Jan-2016,1.0
SC Tanda,Feb-2016,0.875
SC Tanda,Mar-2016,0.8333333333333334
SC Tanda,Total,0.9512195121951219
SC Tangla,Apr-2015,1.0
SC Tangla,May-2015,1.0
SC Tangla,Jun-2015,1.0
SC Tangla,Jul-2015,1.0
SC Tangla,Aug-2015,1.0
SC Tangla,Sep-2015,1.0
SC Tangla,Oct-2015,1.0
SC Tangla,Nov-2015,1.0
SC Tangla,Dec-2015,0.6
SC Tangla,Jan-2016,0.25
SC Tangla,Feb-2016,0.0
SC Tangla,Mar-2016,0.5
SC Tangla,Total,0.7368421052631579
SC Tarna,Apr-2015,0.75
SC Tarna,May-2015,0.875
SC Tarna,Jun-2015,1.0
SC Tarna,Jul-2015,1.0
SC Tarna,Aug-2015,1.0
SC Tarna,Sep-2015,0.8
SC Tarna,Oct-2015,0.75
SC Tarna,Nov-2015,1.0
SC Tarna,Dec-2015,0.9
SC Tarna,Jan-2016,1.0
SC Tarna,Feb-2016,1.0
SC Tarna,Mar-2016,0.8333333333333334
SC Tarna,Total,0.9027777777777778
SC Tarodi,Apr-2015,0.3333333333333333
SC Tarodi,May-2015,1.0
SC Tarodi,Jun-2015,0.3333333333333333
SC Tarodi,Jul-2015,1.0
SC Tarodi,Aug-2015,0.4
SC Tarodi,Sep-2015,0.4
SC Tarodi,Oct-2015,1.0
SC Tarodi,Nov-2015,0.5
SC Tarodi,Dec-2015,0.38461538461538464
SC Tarodi,Jan-2016,0.5333333333333333
SC Tarodi,Feb-2016,0.5714285714285714
SC Tarodi,Mar-2016,0.5333333333333333
SC Tarodi,Total,0.5870967741935483
SC Tekadi,Apr-2015,1.0
SC Tekadi,May-2015,1.0
SC Tekadi,Jun-2015,0.8333333333333334
SC Tekadi,Jul-2015,0.6
SC Tekadi,Aug-2015,0.7142857142857143
SC Tekadi,Sep-2015,0.8333333333333334
SC Tekadi,Oct-2015,1.0
SC Tekadi,Nov-2015,0.75
SC Tekadi,Dec-2015,0.9
SC Tekadi,Jan-2016,1.0
SC Tekadi,Feb-2016,0.875
SC Tekadi,Mar-2016,1.0
SC Tekadi,Total,0.8656716417910447
SC Telgaon,Apr-2015,0.875
SC Telgaon,May-2015,1.0
SC Telgaon,Jun-2015,1.0
SC Telgaon,Jul-2015,1.0
SC Telgaon,Aug-2015,1.0
SC Telgaon,Sep-2015,1.0
SC Telgaon,Oct-2015,0.8571428571428571
SC Telgaon,Nov-2015,1.0
SC Telgaon,Dec-2015,1.0
SC Telgaon,Jan-2016,1.0
SC Telgaon,Feb-2016,1.0
SC Telgaon,Mar-2016,1.0
SC Telgaon,Total,0.9716981132075472
SC Telkamtee,Apr-2015,0.8
SC Telkamtee,May-2015,1.0
SC Telkamtee,Jun-2015,1.0
SC Telkamtee,Jul-2015,1.0
SC Telkamtee,Aug-2015,1.0
SC Telkamtee,Sep-2015,1.0
SC Telkamtee,Oct-2015,1.0
SC Telkamtee,Nov-2015,1.0
SC Telkamtee,Dec-2015,1.0
SC Telkamtee,Jan-2016,1.0
SC Telkamtee,Feb-2016,1.0
SC Telkamtee,Mar-2016,1.0
SC Telkamtee,Total,0.9836065573770492
SC Temasna,Apr-2015,1.0
SC Temasna,May-2015,0.42857142857142855
SC Temasna,Jun-2015,1.0
SC Temasna,Jul-2015,1.0
SC Temasna,Aug-2015,0.6
SC Temasna,Sep-2015,1.0
SC Temasna,Oct-2015,0.5
SC Temasna,Nov-2015,1.0
SC Temasna,Dec-2015,1.0
SC Temasna,Jan-2016,0.75
SC Temasna,Feb-2016,1.0
SC Temasna,Mar-2016,0.75
SC Temasna,Total,0.7804878048780488
SC Thugaondev,Apr-2015,0.5
SC Thugaondev,May-2015,0.3333333333333333
SC Thugaondev,Jun-2015,1.0
SC Thugaondev,Jul-2015,0.42857142857142855
SC Thugaondev,Aug-2015,0.8
SC Thugaondev,Sep-2015,0.6666666666666666
SC Thugaondev,Oct-2015,1.0
SC Thugaondev,Nov-2015,0.3333333333333333
SC Thugaondev,Dec-2015,0.0
SC Thugaondev,Jan-2016,1.0
SC Thugaondev,Feb-2016,0.75
SC Thugaondev,Mar-2016,0.0
SC Thugaondev,Total,0.5882352941176471
SC Tinkheda,Apr-2015,0.75
SC Tinkheda,May-2015,0.75
SC Tinkheda,Jun-2015,1.0
SC Tinkheda,Jul-2015,1.0
SC Tinkheda,Aug-2015,1.0
SC Tinkheda,Sep-2015,0.75
SC Tinkheda,Oct-2015,1.0
SC Tinkheda,Nov-2015,1.0
SC Tinkheda,Dec-2015,1.0
SC Tinkheda,Jan-2016,1.0
SC Tinkheda,Feb-2016,1.0
SC Tinkheda,Mar-2016,1.0
SC Tinkheda,Total,0.9433962264150944
SC Titur,Apr-2015,1.0
SC Titur,May-2015,1.0
SC Titur,Jun-2015,1.0
SC Titur,Jul-2015,1.0
SC Titur,Aug-2015,0.75
SC Titur,Sep-2015,1.0
SC Titur,Oct-2015,
SC Titur,Nov-2015,
SC Titur,Dec-2015,1.0
SC Titur,Jan-2016,0.8
SC Titur,Feb-2016,1.0
SC Titur,Mar-2016,1.0
SC Titur,Total,0.9354838709677419
SC Tuman,Apr-2015,1.0
SC Tuman,May-2015,1.0
SC Tuman,Jun-2015,1.0
SC Tuman,Jul-2015,0.5
SC Tuman,Aug-2015,0.25
SC Tuman,Sep-2015,0.6
SC Tuman,Oct-2015,0.6666666666666666
SC Tuman,Nov-2015,0.8
SC Tuman,Dec-2015,0.6666666666666666
SC Tuman,Jan-2016,0.6
SC Tuman,Feb-2016,1.0
SC Tuman,Mar-2016,1.0
SC Tuman,Total,0.7407407407407407
SC Ubali,Apr-2015,0.6666666666666666
SC Ubali,May-2015,0.8
SC Ubali,Jun-2015,0.5
SC Ubali,Jul-2015,1.0
SC Ubali,Aug-2015,1.0
SC Ubali,Sep-2015,0.6
SC Ubali,Oct-2015,0.4
SC Ubali,Nov-2015,0.7142857142857143
SC Ubali,Dec-2015,1.0
SC Ubali,Jan-2016,1.0
SC Ubali,Feb-2016,1.0
SC Ubali,Mar-2016,1.0
SC Ubali,Total,0.8059701492537313
SC Umari Kelwad,Apr-2015,0.9090909090909091
SC Umari Kelwad,May-2015,1.0
SC Umari Kelwad,Jun-2015,0.0
SC Umari Kelwad,Jul-2015,0.8
SC Umari Kelwad,Aug-2015,0.8
SC Umari Kelwad,Sep-2015,0.8571428571428571
SC Umari Kelwad,Oct-2015,0.75
SC Umari Kelwad,Nov-2015,0.8571428571428571
SC Umari Kelwad,Dec-2015,0.6
SC Umari Kelwad,Jan-2016,0.8571428571428571
SC Umari Kelwad,Feb-2016,0.6666666666666666
SC Umari Kelwad,Mar-2016,1.0
SC Umari Kelwad,Total,0.7941176470588235
SC Umri wagh,Apr-2015,1.0
SC Umri wagh,May-2015,1.0
SC Umri wagh,Jun-2015,1.0
SC Umri wagh,Jul-2015,1.0
SC Umri wagh,Aug-2015,1.0
SC Umri wagh,Sep-2015,1.0
SC Umri wagh,Oct-2015,1.0
SC Umri wagh,Nov-2015,1.0
SC Umri wagh,Dec-2015,1.0
SC Umri wagh,Jan-2016,1.0
SC Umri wagh,Feb-2016,1.0
SC Umri wagh,Mar-2016,1.0
SC Umri wagh,Total,1.0
SC Vadgaon Bela,Apr-2015,1.0
SC Vadgaon Bela,May-2015,1.0
SC Vadgaon Bela,Jun-2015,1.0
SC Vadgaon Bela,Jul-2015,1.0
SC Vadgaon Bela,Aug-2015,1.0
SC Vadgaon Bela,Sep-2015,1.0
SC Vadgaon Bela,Oct-2015,0.8333333333333334
SC Vadgaon Bela,Nov-2015,1.0
SC Vadgaon Bela,Dec-2015,1.0
SC Vadgaon Bela,Jan-2016,1.0
SC Vadgaon Bela,Feb-2016,1.0
SC Vadgaon Bela,Mar-2016,1.0
SC Vadgaon Bela,Total,0.9838709677419355
SC Veltur,Apr-2015,1.0
SC Veltur,May-2015,1.0
SC Veltur,Jun-2015,1.0
SC Veltur,Jul-2015,1.0
SC Veltur,Aug-2015,1.0
SC Veltur,Sep-2015,0.6666666666666666
SC Veltur,Oct-2015,0.8
SC Veltur,Nov-2015,1.0
SC Veltur,Dec-2015,1.0
SC Veltur,Jan-2016,0.3333333333333333
SC Veltur,Feb-2016,1.0
SC Veltur,Mar-2016,1.0
SC Veltur,Total,0.8974358974358975
SC Vihirgaon Pachgaon,Apr-2015,0.5714285714285714
SC Vihirgaon Pachgaon,May-2015,0.7058823529411765
SC Vihirgaon Pachgaon,Jun-2015,0.6
SC Vihirgaon Pachgaon,Jul-2015,0.41379310344827586
SC Vihirgaon Pachgaon,Aug-2015,0.5384615384615384
SC Vihirgaon Pachgaon,Sep-2015,0.6
SC Vihirgaon Pachgaon,Oct-2015,0.6428571428571429
SC Vihirgaon Pachgaon,Nov-2015,0.6153846153846154
SC Vihirgaon Pachgaon,Dec-2015,0.5
SC Vihirgaon Pachgaon,Jan-2016,0.375
SC Vihirgaon Pachgaon,Feb-2016,0.48
SC Vihirgaon Pachgaon,Mar-2016,0.6451612903225806
SC Vihirgaon Pachgaon,Total,0.5575221238938053
SC Virli,Apr-2015,0.7142857142857143
SC Virli,May-2015,0.8181818181818182
SC Virli,Jun-2015,1.0
SC Virli,Jul-2015,0.8333333333333334
SC Virli,Aug-2015,1.0
SC Virli,Sep-2015,0.8125
SC Virli,Oct-2015,0.3333333333333333
SC Virli,Nov-2015,0.75
SC Virli,Dec-2015,1.0
SC Virli,Jan-2016,1.0
SC Virli,Feb-2016,1.0
SC Virli,Mar-2016,0.9473684210526315
SC Virli,Total,0.8909090909090909
SC WADVIHIRA,Apr-2015,1.0
SC WADVIHIRA,May-2015,1.0
SC WADVIHIRA,Jun-2015,1.0
SC WADVIHIRA,Jul-2015,0.8888888888888888
SC WADVIHIRA,Aug-2015,0.75
SC WADVIHIRA,Sep-2015,0.8
SC WADVIHIRA,Oct-2015,1.0
SC WADVIHIRA,Nov-2015,1.0
SC WADVIHIRA,Dec-2015,0.5
SC WADVIHIRA,Jan-2016,1.0
SC WADVIHIRA,Feb-2016,1.0
SC WADVIHIRA,Mar-2016,1.0
SC WADVIHIRA,Total,0.8913043478260869
SC WARADA,Apr-2015,0.875
SC WARADA,May-2015,1.0
SC WARADA,Jun-2015,1.0
SC WARADA,Jul-2015,0.8333333333333334
SC WARADA,Aug-2015,1.0
SC WARADA,Sep-2015,0.8181818181818182
SC WARADA,Oct-2015,1.0
SC WARADA,Nov-2015,1.0
SC WARADA,Dec-2015,1.0
SC WARADA,Jan-2016,1.0
SC WARADA,Feb-2016,1.0
SC WARADA,Mar-2016,1.0
SC WARADA,Total,0.9344262295081968
SC Wadamba,Apr-2015,0.3333333333333333
SC Wadamba,May-2015,0.3333333333333333
SC Wadamba,Jun-2015,1.0
SC Wadamba,Jul-2015,0.5
SC Wadamba,Aug-2015,0.8333333333333334
SC Wadamba,Sep-2015,0.0
SC Wadamba,Oct-2015,1.0
SC Wadamba,Nov-2015,1.0
SC Wadamba,Dec-2015,1.0
SC Wadamba,Jan-2016,1.0
SC Wadamba,Feb-2016,0.6666666666666666
SC Wadamba,Mar-2016,1.0
SC Wadamba,Total,0.78
SC Wadi Vyadad,Apr-2015,0.6
SC Wadi Vyadad,May-2015,0.6111111111111112
SC Wadi Vyadad,Jun-2015,0.4727272727272727
SC Wadi Vyadad,Jul-2015,0.42857142857142855
SC Wadi Vyadad,Aug-2015,0.6545454545454545
SC Wadi Vyadad,Sep-2015,0.782608695652174
SC Wadi Vyadad,Oct-2015,0.6808510638297872
SC Wadi Vyadad,Nov-2015,0.7407407407407407
SC Wadi Vyadad,Dec-2015,0.5555555555555556
SC Wadi Vyadad,Jan-2016,0.38461538461538464
SC Wadi Vyadad,Feb-2016,0.6956521739130435
SC Wadi Vyadad,Mar-2016,0.5918367346938775
SC Wadi Vyadad,Total,0.5865580448065173
SC Wadoda,Apr-2015,1.0
SC Wadoda,May-2015,0.7857142857142857
SC Wadoda,Jun-2015,0.7142857142857143
SC Wadoda,Jul-2015,0.5555555555555556
SC Wadoda,Aug-2015,0.35714285714285715
SC Wadoda,Sep-2015,0.7142857142857143
SC Wadoda,Oct-2015,0.75
SC Wadoda,Nov-2015,0.75
SC Wadoda,Dec-2015,0.7272727272727273
SC Wadoda,Jan-2016,0.6470588235294118
SC Wadoda,Feb-2016,0.6666666666666666
SC Wadoda,Mar-2016,0.4
SC Wadoda,Total,0.6434782608695652
SC Wag,Apr-2015,1.0
SC Wag,May-2015,0.75
SC Wag,Jun-2015,1.0
SC Wag,Jul-2015,0.8571428571428571
SC Wag,Aug-2015,1.0
SC Wag,Sep-2015,1.0
SC Wag,Oct-2015,0.625
SC Wag,Nov-2015,0.6666666666666666
SC Wag,Dec-2015,0.6666666666666666
SC Wag,Jan-2016,1.0
SC Wag,Feb-2016,0.625
SC Wag,Mar-2016,0.8
SC Wag,Total,0.8169014084507042
SC Waki Patansawangi,Apr-2015,1.0
SC Waki Patansawangi,May-2015,0.75
SC Waki Patansawangi,Jun-2015,0.5
SC Waki Patansawangi,Jul-2015,0.6666666666666666
SC Waki Patansawangi,Aug-2015,0.7777777777777778
SC Waki Patansawangi,Sep-2015,1.0
SC Waki Patansawangi,Oct-2015,1.0
SC Waki Patansawangi,Nov-2015,1.0
SC Waki Patansawangi,Dec-2015,0.75
SC Waki Patansawangi,Jan-2016,1.0
SC Waki Patansawangi,Feb-2016,0.6666666666666666
SC Waki Patansawangi,Mar-2016,0.3333333333333333
SC Waki Patansawangi,Total,0.7457627118644068
SC Wakodi Khapa,Apr-2015,0.8333333333333334
SC Wakodi Khapa,May-2015,0.75
SC Wakodi Khapa,Jun-2015,0.8
SC Wakodi Khapa,Jul-2015,0.625
SC Wakodi Khapa,Aug-2015,0.6666666666666666
SC Wakodi Khapa,Sep-2015,1.0
SC Wakodi Khapa,Oct-2015,0.9090909090909091
SC Wakodi Khapa,Nov-2015,0.75
SC Wakodi Khapa,Dec-2015,0.875
SC Wakodi Khapa,Jan-2016,1.0
SC Wakodi Khapa,Feb-2016,1.0
SC Wakodi Khapa,Mar-2016,0.625
SC Wakodi Khapa,Total,0.8108108108108109
SC Walani,Apr-2015,0.7272727272727273
SC Walani,May-2015,0.7777777777777778
SC Walani,Jun-2015,0.8461538461538461
SC Walani,Jul-2015,0.8333333333333334
SC Walani,Aug-2015,0.7692307692307693
SC Walani,Sep-2015,0.7142857142857143
SC Walani,Oct-2015,0.42105263157894735
SC Walani,Nov-2015,0.0
SC Walani,Dec-2015,0.7222222222222222
SC Walani,Jan-2016,1.0
SC Walani,Feb-2016,0.8181818181818182
SC Walani,Mar-2016,0.8181818181818182
SC Walani,Total,0.6896551724137931
SC Wandli,Apr-2015,0.6
SC Wandli,May-2015,1.0
SC Wandli,Jun-2015,0.6
SC Wandli,Jul-2015,1.0
SC Wandli,Aug-2015,0.75
SC Wandli,Sep-2015,1.0
SC Wandli,Oct-2015,1.0
SC Wandli,Nov-2015,0.5
SC Wandli,Dec-2015,0.8
SC Wandli,Jan-2016,0.5
SC Wandli,Feb-2016,1.0
SC Wandli,Mar-2016,1.0
SC Wandli,Total,0.75
SC Wanjara,Apr-2015,1.0
SC Wanjara,May-2015,1.0
SC Wanjara,Jun-2015,0.6428571428571429
SC Wanjara,Jul-2015,0.6
SC Wanjara,Aug-2015,1.0
SC Wanjara,Sep-2015,1.0
SC Wanjara,Oct-2015,0.7333333333333333
SC Wanjara,Nov-2015,0.8
SC Wanjara,Dec-2015,0.8947368421052632
SC Wanjara,Jan-2016,1.0
SC Wanjara,Feb-2016,0.9166666666666666
SC Wanjara,Mar-2016,1.0
SC Wanjara,Total,0.8785714285714286
SC Waroda,Apr-2015,0.6923076923076923
SC Waroda,May-2015,0.8888888888888888
SC Waroda,Jun-2015,0.625
SC Waroda,Jul-2015,0.6363636363636364
SC Waroda,Aug-2015,1.0
SC Waroda,Sep-2015,0.6153846153846154
SC Waroda,Oct-2015,0.75
SC Waroda,Nov-2015,0.75
SC Waroda,Dec-2015,0.7272727272727273
SC Waroda,Jan-2016,0.7741935483870968
SC Waroda,Feb-2016,0.7857142857142857
SC Waroda,Mar-2016,0.7272727272727273
SC Waroda,Total,0.7425149700598802
SC YENIKONI,Apr-2015,1.0
SC YENIKONI,May-2015,1.0
SC YENIKONI,Jun-2015,1.0
SC YENIKONI,Jul-2015,1.0
