,,Fraction of newborns having weight less than 2.5 kg
PHC Mansar,Jun-2015,0.0
PHC Mansar,Jul-2015,0.0
PHC Mansar,Aug-2015,0.0
PHC Mansar,Sep-2015,0.0
PHC Mansar,Oct-2015,0.0
PHC Mansar,Nov-2015,0.0
PHC Mansar,Dec-2015,0.0
PHC Mansar,Jan-2016,0.0
PHC Mansar,Feb-2016,0.14285714285714285
PHC Mansar,Mar-2016,0.0
PHC Mansar,Total,0.0136986301369863
PHC Mauda IPHS(24X7),Apr-2015,0.14285714285714285
PHC Mauda IPHS(24X7),May-2015,0.13333333333333333
PHC Mauda IPHS(24X7),Jun-2015,0.0
PHC Mauda IPHS(24X7),Jul-2015,0.4
PHC Mauda IPHS(24X7),Aug-2015,0.0625
PHC Mauda IPHS(24X7),Sep-2015,0.15384615384615385
PHC Mauda IPHS(24X7),Oct-2015,0.08695652173913043
PHC Mauda IPHS(24X7),Nov-2015,0.17647058823529413
PHC Mauda IPHS(24X7),Dec-2015,0.07692307692307693
PHC Mauda IPHS(24X7),Jan-2016,0.0
PHC Mauda IPHS(24X7),Feb-2016,0.0
PHC Mauda IPHS(24X7),Mar-2016,0.0
PHC Mauda IPHS(24X7),Total,0.09202453987730061
PHC Mendhala,Apr-2015,0.0
PHC Mendhala,May-2015,0.5714285714285714
PHC Mendhala,Jun-2015,0.0
PHC Mendhala,Jul-2015,0.0
PHC Mendhala,Aug-2015,0.25
PHC Mendhala,Sep-2015,0.16666666666666666
PHC Mendhala,Oct-2015,0.08333333333333333
PHC Mendhala,Nov-2015,0.2222222222222222
PHC Mendhala,Dec-2015,0.5
PHC Mendhala,Jan-2016,0.0
PHC Mendhala,Feb-2016,0.0
PHC Mendhala,Mar-2016,0.3333333333333333
PHC Mendhala,Total,0.19718309859154928
PHC Mohapa,Apr-2015,0.0
PHC Mohapa,May-2015,0.0
PHC Mohapa,Jun-2015,0.0
PHC Mohapa,Jul-2015,0.0
PHC Mohapa,Aug-2015,0.5
PHC Mohapa,Sep-2015,0.6
PHC Mohapa,Oct-2015,0.11764705882352941
PHC Mohapa,Nov-2015,0.0
PHC Mohapa,Dec-2015,0.2857142857142857
PHC Mohapa,Jan-2016,0.0
PHC Mohapa,Feb-2016,0.0
PHC Mohapa,Mar-2016,0.0
PHC Mohapa,Total,0.10714285714285714
PHC Mowad,Apr-2015,0.0
PHC Mowad,May-2015,0.0
PHC Mowad,Jun-2015,0.1111111111111111
PHC Mowad,Jul-2015,0.0
PHC Mowad,Aug-2015,0.08333333333333333
PHC Mowad,Sep-2015,0.23076923076923078
PHC Mowad,Oct-2015,0.07142857142857142
PHC Mowad,Nov-2015,0.09090909090909091
PHC Mowad,Dec-2015,0.15384615384615385
PHC Mowad,Jan-2016,0.21052631578947367
PHC Mowad,Feb-2016,0.0
PHC Mowad,Mar-2016,0.2
PHC Mowad,Total,0.1095890410958904
PHC Nagardhan(24X7),Apr-2015,0.0
PHC Nagardhan(24X7),May-2015,0.0
PHC Nagardhan(24X7),Jun-2015,0.0
PHC Nagardhan(24X7),Jul-2015,0.0
PHC Nagardhan(24X7),Aug-2015,0.0
PHC Nagardhan(24X7),Sep-2015,0.0
PHC Nagardhan(24X7),Oct-2015,0.0
PHC Nagardhan(24X7),Nov-2015,0.0
PHC Nagardhan(24X7),Dec-2015,0.09090909090909091
PHC Nagardhan(24X7),Jan-2016,0.0
PHC Nagardhan(24X7),Feb-2016,0.0
PHC Nagardhan(24X7),Mar-2016,0.0
PHC Nagardhan(24X7),Total,0.007462686567164179
PHC Nand (Nagpur),Apr-2015,0.0
PHC Nand (Nagpur),May-2015,0.05263157894736842
PHC Nand (Nagpur),Jun-2015,0.14285714285714285
PHC Nand (Nagpur),Jul-2015,0.07142857142857142
PHC Nand (Nagpur),Aug-2015,0.0
PHC Nand (Nagpur),Sep-2015,0.0
PHC Nand (Nagpur),Oct-2015,0.07692307692307693
PHC Nand (Nagpur),Nov-2015,0.0
PHC Nand (Nagpur),Dec-2015,0.0
PHC Nand (Nagpur),Jan-2016,0.0
PHC Nand (Nagpur),Feb-2016,0.0
PHC Nand (Nagpur),Mar-2016,0.125
PHC Nand (Nagpur),Total,0.045112781954887216
PHC Navagaon Khairi(24X7),Apr-2015,0.0
PHC Navagaon Khairi(24X7),May-2015,0.0
PHC Navagaon Khairi(24X7),Jun-2015,0.0
PHC Navagaon Khairi(24X7),Jul-2015,0.0
PHC Navagaon Khairi(24X7),Aug-2015,0.16666666666666666
PHC Navagaon Khairi(24X7),Sep-2015,0.2222222222222222
PHC Navagaon Khairi(24X7),Oct-2015,0.0
PHC Navagaon Khairi(24X7),Nov-2015,1.0
PHC Navagaon Khairi(24X7),Dec-2015,0.0
PHC Navagaon Khairi(24X7),Jan-2016,0.0
PHC Navagaon Khairi(24X7),Feb-2016,0.0
PHC Navagaon Khairi(24X7),Mar-2016,0.0
PHC Navagaon Khairi(24X7),Total,0.08771929824561403
PHC Pachgaon IPHS(24X7),Apr-2015,0.2727272727272727
PHC Pachgaon IPHS(24X7),May-2015,0.25
PHC Pachgaon IPHS(24X7),Jun-2015,0.0
PHC Pachgaon IPHS(24X7),Jul-2015,0.07142857142857142
PHC Pachgaon IPHS(24X7),Aug-2015,0.0
PHC Pachgaon IPHS(24X7),Sep-2015,0.5
PHC Pachgaon IPHS(24X7),Oct-2015,0.18181818181818182
PHC Pachgaon IPHS(24X7),Nov-2015,0.05263157894736842
PHC Pachgaon IPHS(24X7),Dec-2015,0.07692307692307693
PHC Pachgaon IPHS(24X7),Jan-2016,0.2
PHC Pachgaon IPHS(24X7),Feb-2016,0.0
PHC Pachgaon IPHS(24X7),Mar-2016,0.125
PHC Pachgaon IPHS(24X7),Total,0.14049586776859505
PHC Patansawangi,Apr-2015,0.0
PHC Patansawangi,May-2015,0.75
PHC Patansawangi,Jun-2015,0.5
PHC Patansawangi,Jul-2015,0.2
PHC Patansawangi,Aug-2015,0.16666666666666666
PHC Patansawangi,Sep-2015,0.1
PHC Patansawangi,Oct-2015,0.08333333333333333
PHC Patansawangi,Nov-2015,0.0
PHC Patansawangi,Dec-2015,0.0
PHC Patansawangi,Jan-2016,0.5
PHC Patansawangi,Feb-2016,0.8
PHC Patansawangi,Mar-2016,0.6
PHC Patansawangi,Total,0.2765957446808511
PHC Raipur IPHS(24X7,Apr-2015,0.2602739726027397
PHC Raipur IPHS(24X7,May-2015,0.3072916666666667
PHC Raipur IPHS(24X7,Jun-2015,0.10849056603773585
PHC Raipur IPHS(24X7,Jul-2015,0.03643724696356275
PHC Raipur IPHS(24X7,Aug-2015,0.07604562737642585
PHC Raipur IPHS(24X7,Sep-2015,0.027303754266211604
PHC Raipur IPHS(24X7,Oct-2015,0.3191489361702128
PHC Raipur IPHS(24X7,Nov-2015,0.25833333333333336
PHC Raipur IPHS(24X7,Dec-2015,0.3449612403100775
PHC Raipur IPHS(24X7,Jan-2016,0.2703862660944206
PHC Raipur IPHS(24X7,Feb-2016,0.24778761061946902
PHC Raipur IPHS(24X7,Mar-2016,0.004310344827586207
PHC Raipur IPHS(24X7,Total,0.18536416983085952
PHC Salwa,Apr-2015,0.0
PHC Salwa,May-2015,0.0
PHC Salwa,Jun-2015,0.13333333333333333
PHC Salwa,Jul-2015,0.0
PHC Salwa,Aug-2015,0.0
PHC Salwa,Sep-2015,0.0
PHC Salwa,Oct-2015,0.18181818181818182
PHC Salwa,Nov-2015,0.0
PHC Salwa,Dec-2015,0.0
PHC Salwa,Jan-2016,0.0
PHC Salwa,Feb-2016,0.5
PHC Salwa,Mar-2016,0.0
PHC Salwa,Total,0.07792207792207792
PHC Satak,Apr-2015,
PHC Satak,May-2015,0.0
PHC Satak,Jun-2015,0.0
PHC Satak,Jul-2015,0.0
PHC Satak,Aug-2015,0.16666666666666666
PHC Satak,Sep-2015,0.0
PHC Satak,Oct-2015,0.0
PHC Satak,Nov-2015,0.0
PHC Satak,Dec-2015,0.0
PHC Satak,Jan-2016,0.0
PHC Satak,Feb-2016,0.0
PHC Satak,Mar-2016,0.0
PHC Satak,Total,0.030303030303030304
PHC Sawaergaon,Apr-2015,0.0
PHC Sawaergaon,May-2015,0.1111111111111111
PHC Sawaergaon,Jun-2015,0.3333333333333333
PHC Sawaergaon,Jul-2015,0.0
PHC Sawaergaon,Aug-2015,0.14285714285714285
PHC Sawaergaon,Sep-2015,0.0
PHC Sawaergaon,Oct-2015,0.0
PHC Sawaergaon,Nov-2015,0.0
PHC Sawaergaon,Dec-2015,0.0
PHC Sawaergaon,Jan-2016,0.0
PHC Sawaergaon,Feb-2016,0.0
PHC Sawaergaon,Mar-2016,0.0
PHC Sawaergaon,Total,0.05333333333333334
PHC Sirsi,Apr-2015,0.0
PHC Sirsi,May-2015,0.0
PHC Sirsi,Jun-2015,0.0
PHC Sirsi,Jul-2015,0.0
PHC Sirsi,Aug-2015,0.0
PHC Sirsi,Sep-2015,0.0
PHC Sirsi,Oct-2015,0.2222222222222222
PHC Sirsi,Nov-2015,0.0
PHC Sirsi,Dec-2015,0.0
PHC Sirsi,Jan-2016,0.25
PHC Sirsi,Feb-2016,0.0
PHC Sirsi,Mar-2016,0.0
PHC Sirsi,Total,0.03333333333333333
PHC Somnala,Apr-2015,0.0
PHC Somnala,May-2015,0.14285714285714285
PHC Somnala,Jun-2015,0.3333333333333333
PHC Somnala,Jul-2015,0.5
PHC Somnala,Aug-2015,0.16666666666666666
PHC Somnala,Sep-2015,0.3333333333333333
PHC Somnala,Oct-2015,0.1
PHC Somnala,Nov-2015,0.0
PHC Somnala,Dec-2015,1.0
PHC Somnala,Jan-2016,
PHC Somnala,Feb-2016,0.0
PHC Somnala,Mar-2016,0.0
PHC Somnala,Total,0.15217391304347827
PHC Takalghat,Apr-2015,0.09090909090909091
PHC Takalghat,May-2015,0.0
PHC Takalghat,Jun-2015,0.07142857142857142
PHC Takalghat,Jul-2015,0.18181818181818182
PHC Takalghat,Aug-2015,0.125
PHC Takalghat,Sep-2015,0.0
PHC Takalghat,Oct-2015,0.0625
PHC Takalghat,Nov-2015,0.1
PHC Takalghat,Dec-2015,0.2727272727272727
PHC Takalghat,Jan-2016,0.0
PHC Takalghat,Feb-2016,0.3
PHC Takalghat,Mar-2016,0.5833333333333334
PHC Takalghat,Total,0.15037593984962405
PHC Tarasa,Apr-2015,0.0
PHC Tarasa,May-2015,0.0
PHC Tarasa,Jun-2015,0.2
PHC Tarasa,Jul-2015,0.0
PHC Tarasa,Aug-2015,0.0
PHC Tarasa,Sep-2015,0.15384615384615385
PHC Tarasa,Oct-2015,0.07142857142857142
PHC Tarasa,Nov-2015,0.0625
PHC Tarasa,Dec-2015,0.16666666666666666
PHC Tarasa,Jan-2016,0.0
PHC Tarasa,Feb-2016,0.09090909090909091
PHC Tarasa,Mar-2016,0.06666666666666667
PHC Tarasa,Total,0.07317073170731707
PHC Tishti,Apr-2015,0.5
PHC Tishti,May-2015,0.0
PHC Tishti,Jun-2015,0.0
PHC Tishti,Jul-2015,0.0
PHC Tishti,Aug-2015,0.0
PHC Tishti,Sep-2015,0.0
PHC Tishti,Oct-2015,0.4
PHC Tishti,Nov-2015,0.3333333333333333
PHC Tishti,Dec-2015,0.0
PHC Tishti,Jan-2016,0.0
PHC Tishti,Feb-2016,0.0
PHC Tishti,Mar-2016,0.0
PHC Tishti,Total,0.1111111111111111
PHC Titur,Apr-2015,0.14285714285714285
PHC Titur,May-2015,0.0
PHC Titur,Jun-2015,0.0
PHC Titur,Jul-2015,0.0
PHC Titur,Aug-2015,0.2222222222222222
PHC Titur,Sep-2015,0.0
PHC Titur,Oct-2015,0.2857142857142857
PHC Titur,Nov-2015,0.0
PHC Titur,Dec-2015,0.0
PHC Titur,Jan-2016,0.0
PHC Titur,Feb-2016,0.0
PHC Titur,Mar-2016,0.25
PHC Titur,Total,0.09836065573770492
PHC Veltur IPHS(24X7),Apr-2015,0.0
PHC Veltur IPHS(24X7),May-2015,0.3333333333333333
PHC Veltur IPHS(24X7),Jun-2015,0.0
PHC Veltur IPHS(24X7),Jul-2015,0.0
PHC Veltur IPHS(24X7),Aug-2015,0.07142857142857142
PHC Veltur IPHS(24X7),Sep-2015,0.08333333333333333
PHC Veltur IPHS(24X7),Oct-2015,0.0
PHC Veltur IPHS(24X7),Nov-2015,0.16666666666666666
PHC Veltur IPHS(24X7),Dec-2015,0.1
PHC Veltur IPHS(24X7),Jan-2016,0.0
PHC Veltur IPHS(24X7),Feb-2016,0.2857142857142857
PHC Veltur IPHS(24X7),Mar-2016,0.0
PHC Veltur IPHS(24X7),Total,0.0625
PHC Vyahad,Apr-2015,0.25
PHC Vyahad,May-2015,0.0
PHC Vyahad,Jun-2015,0.11764705882352941
PHC Vyahad,Jul-2015,0.0
PHC Vyahad,Aug-2015,0.16666666666666666
PHC Vyahad,Sep-2015,0.25
PHC Vyahad,Oct-2015,0.26666666666666666
PHC Vyahad,Nov-2015,0.0
PHC Vyahad,Dec-2015,0.0
PHC Vyahad,Jan-2016,0.125
PHC Vyahad,Feb-2016,0.0
PHC Vyahad,Mar-2016,0.0
PHC Vyahad,Total,0.11206896551724138
PHC Yenava,Apr-2015,0.2
PHC Yenava,May-2015,0.16666666666666666
PHC Yenava,Jun-2015,0.14285714285714285
PHC Yenava,Jul-2015,0.1111111111111111
PHC Yenava,Aug-2015,0.3333333333333333
PHC Yenava,Sep-2015,0.07142857142857142
PHC Yenava,Oct-2015,0.0
PHC Yenava,Nov-2015,0.0
PHC Yenava,Dec-2015,0.0
PHC Yenava,Jan-2016,0.0
PHC Yenava,Feb-2016,0.16666666666666666
PHC Yenava,Mar-2016,0.2
PHC Yenava,Total,0.125
RH Bhivpur,Apr-2015,0.21428571428571427
RH Bhivpur,May-2015,0.5
RH Bhivpur,Jun-2015,0.21428571428571427
RH Bhivpur,Jul-2015,0.25
RH Bhivpur,Aug-2015,0.2
RH Bhivpur,Sep-2015,0.34782608695652173
RH Bhivpur,Oct-2015,0.4166666666666667
RH Bhivpur,Nov-2015,0.45454545454545453
RH Bhivpur,Dec-2015,0.25925925925925924
RH Bhivpur,Jan-2016,0.42857142857142855
RH Bhivpur,Feb-2016,0.29411764705882354
RH Bhivpur,Mar-2016,0.21052631578947367
RH Bhivpur,Total,0.3054187192118227
RH Devlapar,Apr-2015,0.3333333333333333
RH Devlapar,May-2015,0.14285714285714285
RH Devlapar,Jun-2015,0.3333333333333333
RH Devlapar,Jul-2015,0.625
RH Devlapar,Aug-2015,0.25
RH Devlapar,Sep-2015,0.22727272727272727
RH Devlapar,Oct-2015,0.0
RH Devlapar,Nov-2015,0.375
RH Devlapar,Dec-2015,0.16666666666666666
RH Devlapar,Jan-2016,0.23809523809523808
RH Devlapar,Feb-2016,1.0
RH Devlapar,Mar-2016,0.3
RH Devlapar,Total,0.34328358208955223
RH Hingana,Apr-2015,0.13636363636363635
RH Hingana,May-2015,0.1111111111111111
RH Hingana,Jun-2015,0.0
RH Hingana,Jul-2015,0.058823529411764705
RH Hingana,Aug-2015,0.25
RH Hingana,Sep-2015,0.45454545454545453
RH Hingana,Oct-2015,0.25
RH Hingana,Nov-2015,0.2
RH Hingana,Dec-2015,0.06666666666666667
RH Hingana,Jan-2016,0.1
RH Hingana,Feb-2016,0.0
RH Hingana,Mar-2016,0.18181818181818182
RH Hingana,Total,0.16494845360824742
RH Kamleshwar,Apr-2015,0.25
RH Kamleshwar,May-2015,0.46153846153846156
RH Kamleshwar,Jun-2015,0.22727272727272727
RH Kamleshwar,Jul-2015,1.0
RH Kamleshwar,Aug-2015,0.4090909090909091
RH Kamleshwar,Sep-2015,0.23076923076923078
RH Kamleshwar,Oct-2015,0.28
RH Kamleshwar,Nov-2015,0.2
RH Kamleshwar,Dec-2015,0.0
RH Kamleshwar,Jan-2016,0.05263157894736842
RH Kamleshwar,Feb-2016,0.06666666666666667
RH Kamleshwar,Mar-2016,0.043478260869565216
RH Kamleshwar,Total,0.25663716814159293
RH Katol,Apr-2015,0.09876543209876543
RH Katol,May-2015,0.18556701030927836
RH Katol,Jun-2015,0.10126582278481013
RH Katol,Jul-2015,0.022727272727272728
RH Katol,Aug-2015,0.0898876404494382
RH Katol,Sep-2015,0.09302325581395349
RH Katol,Oct-2015,0.21212121212121213
RH Katol,Nov-2015,0.125
RH Katol,Dec-2015,0.012345679012345678
RH Katol,Jan-2016,0.09090909090909091
RH Katol,Feb-2016,0.1095890410958904
RH Katol,Mar-2016,0.010638297872340425
RH Katol,Total,0.10104861773117255
RH Kuhi,Apr-2015,0.5238095238095238
RH Kuhi,May-2015,0.23809523809523808
RH Kuhi,Jun-2015,0.23076923076923078
RH Kuhi,Jul-2015,0.3333333333333333
RH Kuhi,Aug-2015,0.375
RH Kuhi,Sep-2015,0.2857142857142857
RH Kuhi,Oct-2015,0.2631578947368421
RH Kuhi,Nov-2015,0.5
RH Kuhi,Dec-2015,0.4166666666666667
RH Kuhi,Jan-2016,0.07692307692307693
RH Kuhi,Feb-2016,0.3
RH Kuhi,Mar-2016,0.14285714285714285
RH Kuhi,Total,0.3185840707964602
RH Narkhed,Apr-2015,0.0
RH Narkhed,May-2015,0.0
RH Narkhed,Jun-2015,0.0
RH Narkhed,Jul-2015,0.0
RH Narkhed,Aug-2015,0.0625
RH Narkhed,Sep-2015,0.0
RH Narkhed,Oct-2015,0.1111111111111111
RH Narkhed,Nov-2015,0.1111111111111111
RH Narkhed,Dec-2015,0.125
RH Narkhed,Jan-2016,0.0
RH Narkhed,Feb-2016,0.0
RH Narkhed,Mar-2016,0.0
RH Narkhed,Total,0.037037037037037035
RH Omred,Apr-2015,0.0
RH Omred,May-2015,0.14285714285714285
RH Omred,Jun-2015,0.045454545454545456
RH Omred,Jul-2015,0.17391304347826086
RH Omred,Aug-2015,0.034482758620689655
RH Omred,Sep-2015,0.0625
RH Omred,Oct-2015,0.08571428571428572
RH Omred,Nov-2015,0.12903225806451613
RH Omred,Dec-2015,0.12903225806451613
RH Omred,Jan-2016,0.16666666666666666
RH Omred,Feb-2016,0.9
RH Omred,Mar-2016,0.13793103448275862
RH Omred,Total,0.15335463258785942
RH Parshivani,Apr-2015,0.15384615384615385
RH Parshivani,May-2015,0.0
RH Parshivani,Jun-2015,0.06666666666666667
RH Parshivani,Jul-2015,0.05555555555555555
RH Parshivani,Aug-2015,0.0
RH Parshivani,Sep-2015,1.0
RH Parshivani,Oct-2015,0.2222222222222222
RH Parshivani,Nov-2015,0.06666666666666667
RH Parshivani,Dec-2015,0.16666666666666666
RH Parshivani,Jan-2016,0.375
RH Parshivani,Feb-2016,0.2
RH Parshivani,Mar-2016,0.1111111111111111
RH Parshivani,Total,0.2727272727272727
