,,Fraction of people suffering from malaria caused by Plasmodium Falciparum
Uparwahi Kalmeshwar SC,Feb-2016,
Uparwahi Kalmeshwar SC,Mar-2016,
Uparwahi Kalmeshwar SC,Total,
PHC Adegaon (Nagpur),Apr-2015,0.0
PHC Adegaon (Nagpur),May-2015,0.0
PHC Adegaon (Nagpur),Jun-2015,0.0
PHC Adegaon (Nagpur),Jul-2015,0.0
PHC Adegaon (Nagpur),Aug-2015,0.0
PHC Adegaon (Nagpur),Sep-2015,0.0
PHC Adegaon (Nagpur),Oct-2015,0.0
PHC Adegaon (Nagpur),Nov-2015,0.0
PHC Adegaon (Nagpur),Dec-2015,0.0
PHC Adegaon (Nagpur),Jan-2016,0.0
PHC Adegaon (Nagpur),Feb-2016,0.0
PHC Adegaon (Nagpur),Mar-2016,0.0
PHC Adegaon (Nagpur),Total,0.0
PHC Badegaon,Apr-2015,0.0
PHC Badegaon,May-2015,0.0
PHC Badegaon,Jun-2015,0.0
PHC Badegaon,Jul-2015,0.0
PHC Badegaon,Aug-2015,0.0
PHC Badegaon,Sep-2015,0.0
PHC Badegaon,Oct-2015,0.0
PHC Badegaon,Nov-2015,0.0
PHC Badegaon,Dec-2015,0.0
PHC Badegaon,Jan-2016,0.0
PHC Badegaon,Feb-2016,0.0
PHC Badegaon,Mar-2016,0.0
PHC Badegaon,Total,0.0
PHC Bela(24X7),Apr-2015,0.0
PHC Bela(24X7),May-2015,0.0
PHC Bela(24X7),Jun-2015,0.0
PHC Bela(24X7),Jul-2015,0.0
PHC Bela(24X7),Aug-2015,0.0
PHC Bela(24X7),Sep-2015,0.0
PHC Bela(24X7),Oct-2015,0.0
PHC Bela(24X7),Nov-2015,0.0
PHC Bela(24X7),Dec-2015,0.0034904013961605585
PHC Bela(24X7),Jan-2016,0.0
PHC Bela(24X7),Feb-2016,0.0
PHC Bela(24X7),Mar-2016,0.0
PHC Bela(24X7),Total,0.00029192818566632606
PHC Bhandarbodi,Apr-2015,0.0
PHC Bhandarbodi,May-2015,0.0
PHC Bhandarbodi,Jun-2015,0.0
PHC Bhandarbodi,Jul-2015,0.0
PHC Bhandarbodi,Aug-2015,0.0
PHC Bhandarbodi,Sep-2015,0.0
PHC Bhandarbodi,Oct-2015,0.0
PHC Bhandarbodi,Nov-2015,0.0
PHC Bhandarbodi,Dec-2015,0.0
PHC Bhandarbodi,Jan-2016,0.0
PHC Bhandarbodi,Feb-2016,0.0
PHC Bhandarbodi,Mar-2016,0.0
PHC Bhandarbodi,Total,0.0
PHC Borkhedi,Apr-2015,0.0
PHC Borkhedi,May-2015,0.0
PHC Borkhedi,Jun-2015,0.0
PHC Borkhedi,Jul-2015,0.0
PHC Borkhedi,Aug-2015,0.0
PHC Borkhedi,Sep-2015,0.0
PHC Borkhedi,Oct-2015,0.0
PHC Borkhedi,Nov-2015,0.0
PHC Borkhedi,Dec-2015,0.0
PHC Borkhedi,Jan-2016,0.0
PHC Borkhedi,Feb-2016,0.0
PHC Borkhedi,Mar-2016,0.0
PHC Borkhedi,Total,0.0
PHC Chicholi,Apr-2015,0.002183406113537118
PHC Chicholi,May-2015,0.0
PHC Chicholi,Jun-2015,0.0
PHC Chicholi,Jul-2015,0.0
PHC Chicholi,Aug-2015,0.0
PHC Chicholi,Sep-2015,0.0
PHC Chicholi,Oct-2015,0.0
PHC Chicholi,Nov-2015,0.0
PHC Chicholi,Dec-2015,0.0
PHC Chicholi,Jan-2016,0.0
PHC Chicholi,Feb-2016,0.0
PHC Chicholi,Mar-2016,0.0
PHC Chicholi,Total,0.00019712201852946975
PHC Dhahegaon Joshi,Apr-2015,0.0
PHC Dhahegaon Joshi,May-2015,0.0
PHC Dhahegaon Joshi,Jun-2015,0.0
PHC Dhahegaon Joshi,Jul-2015,0.0
PHC Dhahegaon Joshi,Aug-2015,0.0
PHC Dhahegaon Joshi,Sep-2015,0.0
PHC Dhahegaon Joshi,Oct-2015,0.0
PHC Dhahegaon Joshi,Nov-2015,0.0
PHC Dhahegaon Joshi,Dec-2015,0.0
PHC Dhahegaon Joshi,Jan-2016,0.0
PHC Dhahegaon Joshi,Feb-2016,0.0
PHC Dhahegaon Joshi,Mar-2016,0.0
PHC Dhahegaon Joshi,Total,0.0
PHC Dhapewada,Apr-2015,0.0
PHC Dhapewada,May-2015,0.0
PHC Dhapewada,Jun-2015,0.0
PHC Dhapewada,Jul-2015,0.0
PHC Dhapewada,Aug-2015,0.0
PHC Dhapewada,Sep-2015,0.0
PHC Dhapewada,Oct-2015,0.0
PHC Dhapewada,Nov-2015,0.0
PHC Dhapewada,Dec-2015,0.0
PHC Dhapewada,Jan-2016,0.0
PHC Dhapewada,Feb-2016,0.0
PHC Dhapewada,Mar-2016,0.0
PHC Dhapewada,Total,0.0
PHC Dorali,Apr-2015,0.0
PHC Dorali,May-2015,0.0
PHC Dorali,Jun-2015,0.0
PHC Dorali,Jul-2015,0.0
PHC Dorali,Aug-2015,0.0
PHC Dorali,Sep-2015,0.0
PHC Dorali,Oct-2015,0.0
PHC Dorali,Nov-2015,0.0
PHC Dorali,Dec-2015,0.0
PHC Dorali,Jan-2016,0.0
PHC Dorali,Feb-2016,0.0
PHC Dorali,Mar-2016,0.0
PHC Dorali,Total,0.0
PHC Gondkhairi,Apr-2015,0.0
PHC Gondkhairi,May-2015,0.0
PHC Gondkhairi,Jun-2015,0.0
PHC Gondkhairi,Jul-2015,0.0
PHC Gondkhairi,Aug-2015,0.0
PHC Gondkhairi,Sep-2015,0.0
PHC Gondkhairi,Oct-2015,0.0
PHC Gondkhairi,Nov-2015,0.0
PHC Gondkhairi,Dec-2015,0.0
PHC Gondkhairi,Jan-2016,0.0
PHC Gondkhairi,Feb-2016,0.0
PHC Gondkhairi,Mar-2016,0.0
PHC Gondkhairi,Total,0.0
PHC Gumthala(24X7),Apr-2015,0.0
PHC Gumthala(24X7),May-2015,0.0
PHC Gumthala(24X7),Jun-2015,0.0
PHC Gumthala(24X7),Jul-2015,0.0
PHC Gumthala(24X7),Aug-2015,0.0
PHC Gumthala(24X7),Sep-2015,0.0011248593925759281
PHC Gumthala(24X7),Oct-2015,0.0
PHC Gumthala(24X7),Nov-2015,0.0
PHC Gumthala(24X7),Dec-2015,0.0
PHC Gumthala(24X7),Jan-2016,0.0
PHC Gumthala(24X7),Feb-2016,0.0
PHC Gumthala(24X7),Mar-2016,0.0
PHC Gumthala(24X7),Total,0.00011246063877642825
PHC Gumthi,Apr-2015,0.0
PHC Gumthi,May-2015,0.0
PHC Gumthi,Jun-2015,0.0
PHC Gumthi,Jul-2015,0.0
PHC Gumthi,Aug-2015,0.0
PHC Gumthi,Sep-2015,0.0
PHC Gumthi,Oct-2015,0.0
PHC Gumthi,Nov-2015,0.0
PHC Gumthi,Dec-2015,0.0020222446916076846
PHC Gumthi,Jan-2016,0.0
PHC Gumthi,Feb-2016,0.0
PHC Gumthi,Mar-2016,0.0
PHC Gumthi,Total,0.0002242152466367713
PHC Hiwara Bazar,Apr-2015,0.0
PHC Hiwara Bazar,May-2015,0.0
PHC Hiwara Bazar,Jun-2015,0.0
PHC Hiwara Bazar,Jul-2015,0.0
PHC Hiwara Bazar,Aug-2015,0.0
PHC Hiwara Bazar,Sep-2015,0.0017482517482517483
PHC Hiwara Bazar,Oct-2015,0.0
PHC Hiwara Bazar,Nov-2015,0.0
PHC Hiwara Bazar,Dec-2015,0.0
PHC Hiwara Bazar,Jan-2016,0.0
PHC Hiwara Bazar,Feb-2016,0.0
PHC Hiwara Bazar,Mar-2016,0.0
PHC Hiwara Bazar,Total,0.00016798252981689904
PHC Jalalkheda,Apr-2015,0.0
PHC Jalalkheda,May-2015,0.0
PHC Jalalkheda,Jun-2015,0.0
PHC Jalalkheda,Jul-2015,0.0
PHC Jalalkheda,Aug-2015,0.0
PHC Jalalkheda,Sep-2015,0.0
PHC Jalalkheda,Oct-2015,0.0
PHC Jalalkheda,Nov-2015,0.0
PHC Jalalkheda,Dec-2015,0.0
PHC Jalalkheda,Jan-2016,0.0
PHC Jalalkheda,Feb-2016,0.0
PHC Jalalkheda,Mar-2016,0.0
PHC Jalalkheda,Total,0.0
PHC Jawali,Apr-2015,0.0
PHC Jawali,May-2015,0.0
PHC Jawali,Jun-2015,0.0
PHC Jawali,Jul-2015,0.0
PHC Jawali,Aug-2015,0.0023148148148148147
PHC Jawali,Sep-2015,0.0
PHC Jawali,Oct-2015,0.0
PHC Jawali,Nov-2015,0.0
PHC Jawali,Dec-2015,0.0
PHC Jawali,Jan-2016,0.0
PHC Jawali,Feb-2016,0.0
PHC Jawali,Mar-2016,0.0
PHC Jawali,Total,0.00017857142857142857
PHC Kachrisawanga(24X7),Apr-2015,0.0
PHC Kachrisawanga(24X7),May-2015,0.0
PHC Kachrisawanga(24X7),Jun-2015,0.0
PHC Kachrisawanga(24X7),Jul-2015,0.0
PHC Kachrisawanga(24X7),Aug-2015,0.0
PHC Kachrisawanga(24X7),Sep-2015,0.0
PHC Kachrisawanga(24X7),Oct-2015,0.001098901098901099
PHC Kachrisawanga(24X7),Nov-2015,0.0
PHC Kachrisawanga(24X7),Dec-2015,0.0014925373134328358
PHC Kachrisawanga(24X7),Jan-2016,0.0
PHC Kachrisawanga(24X7),Feb-2016,0.0
PHC Kachrisawanga(24X7),Mar-2016,0.0
PHC Kachrisawanga(24X7),Total,0.0002247443532981234
PHC Kanhan,Apr-2015,0.0
PHC Kanhan,May-2015,0.0
PHC Kanhan,Jun-2015,0.0
PHC Kanhan,Jul-2015,0.0
PHC Kanhan,Aug-2015,0.0
PHC Kanhan,Sep-2015,0.0
PHC Kanhan,Oct-2015,0.0
PHC Kanhan,Nov-2015,0.0
PHC Kanhan,Dec-2015,0.0
PHC Kanhan,Jan-2016,0.0
PHC Kanhan,Feb-2016,0.0
PHC Kanhan,Mar-2016,0.0
PHC Kanhan,Total,0.0
PHC Kanholibara IPHS(24X7),Apr-2015,0.0
PHC Kanholibara IPHS(24X7),May-2015,0.0
PHC Kanholibara IPHS(24X7),Jun-2015,0.0
PHC Kanholibara IPHS(24X7),Jul-2015,0.0
PHC Kanholibara IPHS(24X7),Aug-2015,0.0
PHC Kanholibara IPHS(24X7),Sep-2015,0.0
PHC Kanholibara IPHS(24X7),Oct-2015,0.0
PHC Kanholibara IPHS(24X7),Nov-2015,0.0
PHC Kanholibara IPHS(24X7),Dec-2015,0.0
PHC Kanholibara IPHS(24X7),Jan-2016,0.0
PHC Kanholibara IPHS(24X7),Feb-2016,0.0
PHC Kanholibara IPHS(24X7),Mar-2016,0.0
PHC Kanholibara IPHS(24X7),Total,0.0
PHC Karwahi,Apr-2015,0.0
PHC Karwahi,May-2015,0.0
PHC Karwahi,Jun-2015,0.0
PHC Karwahi,Jul-2015,0.0
PHC Karwahi,Aug-2015,0.0
PHC Karwahi,Sep-2015,0.0
PHC Karwahi,Oct-2015,0.0
PHC Karwahi,Nov-2015,0.0
PHC Karwahi,Dec-2015,0.0
PHC Karwahi,Jan-2016,0.0
PHC Karwahi,Feb-2016,0.0
PHC Karwahi,Mar-2016,0.0
PHC Karwahi,Total,0.0
PHC Kelwad IPHS(24X7),Apr-2015,0.0
PHC Kelwad IPHS(24X7),May-2015,0.0
PHC Kelwad IPHS(24X7),Jun-2015,0.0
PHC Kelwad IPHS(24X7),Jul-2015,0.0
PHC Kelwad IPHS(24X7),Aug-2015,0.0
PHC Kelwad IPHS(24X7),Sep-2015,0.0
PHC Kelwad IPHS(24X7),Oct-2015,0.0
PHC Kelwad IPHS(24X7),Nov-2015,0.0
PHC Kelwad IPHS(24X7),Dec-2015,0.0
PHC Kelwad IPHS(24X7),Jan-2016,0.0
PHC Kelwad IPHS(24X7),Feb-2016,0.0
PHC Kelwad IPHS(24X7),Mar-2016,0.0
PHC Kelwad IPHS(24X7),Total,0.0
PHC Khapa(24X7),Apr-2015,0.0
PHC Khapa(24X7),May-2015,0.0
PHC Khapa(24X7),Jun-2015,0.0
PHC Khapa(24X7),Jul-2015,0.0
PHC Khapa(24X7),Aug-2015,0.0
PHC Khapa(24X7),Sep-2015,0.0
PHC Khapa(24X7),Oct-2015,0.0
PHC Khapa(24X7),Nov-2015,0.0
PHC Khapa(24X7),Dec-2015,0.0
PHC Khapa(24X7),Jan-2016,0.0
PHC Khapa(24X7),Feb-2016,0.0
PHC Khapa(24X7),Mar-2016,0.0
PHC Khapa(24X7),Total,0.0
PHC Khat,Apr-2015,0.0
PHC Khat,May-2015,0.0
PHC Khat,Jun-2015,0.0
PHC Khat,Jul-2015,0.0
PHC Khat,Aug-2015,0.0
PHC Khat,Sep-2015,0.0
PHC Khat,Oct-2015,0.0
PHC Khat,Nov-2015,0.0
PHC Khat,Dec-2015,0.0
PHC Khat,Jan-2016,0.0
PHC Khat,Feb-2016,0.0
PHC Khat,Mar-2016,0.0
PHC Khat,Total,0.0
PHC Kondamendhi,Apr-2015,0.0
PHC Kondamendhi,May-2015,0.0
PHC Kondamendhi,Jun-2015,0.0
PHC Kondamendhi,Jul-2015,0.0
PHC Kondamendhi,Aug-2015,0.0
PHC Kondamendhi,Sep-2015,0.0014104372355430183
PHC Kondamendhi,Oct-2015,0.0009487666034155598
PHC Kondamendhi,Nov-2015,0.0
PHC Kondamendhi,Dec-2015,0.0
PHC Kondamendhi,Jan-2016,0.0
PHC Kondamendhi,Feb-2016,0.0
PHC Kondamendhi,Mar-2016,0.0
PHC Kondamendhi,Total,0.0002997152704930316
PHC Kondhali IPHS(24X7),Apr-2015,0.0
PHC Kondhali IPHS(24X7),May-2015,0.0
PHC Kondhali IPHS(24X7),Jun-2015,0.0
PHC Kondhali IPHS(24X7),Jul-2015,0.0
PHC Kondhali IPHS(24X7),Aug-2015,0.0
PHC Kondhali IPHS(24X7),Sep-2015,0.0
PHC Kondhali IPHS(24X7),Oct-2015,0.0009285051067780873
PHC Kondhali IPHS(24X7),Nov-2015,0.0
PHC Kondhali IPHS(24X7),Dec-2015,0.0
PHC Kondhali IPHS(24X7),Jan-2016,0.0
PHC Kondhali IPHS(24X7),Feb-2016,0.0
PHC Kondhali IPHS(24X7),Mar-2016,0.0
PHC Kondhali IPHS(24X7),Total,9.738994935722633e-05
PHC Makardhokda,Apr-2015,0.0
PHC Makardhokda,May-2015,0.0
PHC Makardhokda,Jun-2015,0.0
PHC Makardhokda,Jul-2015,0.0
PHC Makardhokda,Aug-2015,0.0
PHC Makardhokda,Sep-2015,0.0
PHC Makardhokda,Oct-2015,0.0
PHC Makardhokda,Nov-2015,0.0
PHC Makardhokda,Dec-2015,0.0
PHC Makardhokda,Jan-2016,0.0
PHC Makardhokda,Feb-2016,0.0
PHC Makardhokda,Mar-2016,0.0
PHC Makardhokda,Total,0.0
PHC Mandhal,Apr-2015,0.0
PHC Mandhal,May-2015,0.0
PHC Mandhal,Jun-2015,0.0
PHC Mandhal,Jul-2015,0.0
PHC Mandhal,Aug-2015,0.0
PHC Mandhal,Sep-2015,0.0
PHC Mandhal,Oct-2015,0.0006648936170212766
PHC Mandhal,Nov-2015,0.0
PHC Mandhal,Dec-2015,0.0
PHC Mandhal,Jan-2016,0.0
PHC Mandhal,Feb-2016,0.0
PHC Mandhal,Mar-2016,0.0
PHC Mandhal,Total,9.292816652727442e-05
PHC Mansar,Apr-2015,0.0
PHC Mansar,May-2015,0.0
PHC Mansar,Jun-2015,0.0018656716417910447
PHC Mansar,Jul-2015,0.0
PHC Mansar,Aug-2015,0.0
PHC Mansar,Sep-2015,0.0010362694300518134
PHC Mansar,Oct-2015,0.0010706638115631692
PHC Mansar,Nov-2015,0.0
PHC Mansar,Dec-2015,0.008130081300813009
PHC Mansar,Jan-2016,0.0018484288354898336
PHC Mansar,Feb-2016,0.0
PHC Mansar,Mar-2016,0.0
PHC Mansar,Total,0.0012266928361138372
PHC Mauda IPHS(24X7),Apr-2015,0.0
PHC Mauda IPHS(24X7),May-2015,0.0
PHC Mauda IPHS(24X7),Jun-2015,0.0
PHC Mauda IPHS(24X7),Jul-2015,0.0
PHC Mauda IPHS(24X7),Aug-2015,0.0
PHC Mauda IPHS(24X7),Sep-2015,0.0
PHC Mauda IPHS(24X7),Oct-2015,0.0
PHC Mauda IPHS(24X7),Nov-2015,0.0
PHC Mauda IPHS(24X7),Dec-2015,0.0
PHC Mauda IPHS(24X7),Jan-2016,0.0
PHC Mauda IPHS(24X7),Feb-2016,0.0
PHC Mauda IPHS(24X7),Mar-2016,0.0
PHC Mauda IPHS(24X7),Total,0.0
PHC Mendhala,Apr-2015,0.0
PHC Mendhala,May-2015,0.0
PHC Mendhala,Jun-2015,0.0
PHC Mendhala,Jul-2015,0.0
PHC Mendhala,Aug-2015,0.0
PHC Mendhala,Sep-2015,0.0
PHC Mendhala,Oct-2015,0.00145985401459854
PHC Mendhala,Nov-2015,0.0
PHC Mendhala,Dec-2015,0.0022172949002217295
PHC Mendhala,Jan-2016,0.0
PHC Mendhala,Feb-2016,0.0
PHC Mendhala,Mar-2016,0.0
PHC Mendhala,Total,0.0003202562049639712
PHC Mohapa,Apr-2015,0.0
PHC Mohapa,May-2015,0.0
PHC Mohapa,Jun-2015,0.0
PHC Mohapa,Jul-2015,0.0
PHC Mohapa,Aug-2015,0.0
PHC Mohapa,Sep-2015,0.0
PHC Mohapa,Oct-2015,0.0
PHC Mohapa,Nov-2015,0.0
PHC Mohapa,Dec-2015,0.0
PHC Mohapa,Jan-2016,0.0
PHC Mohapa,Feb-2016,0.0
PHC Mohapa,Mar-2016,0.0
PHC Mohapa,Total,0.0
PHC Mowad,Apr-2015,0.0
PHC Mowad,May-2015,0.0
PHC Mowad,Jun-2015,0.0
PHC Mowad,Jul-2015,0.0
PHC Mowad,Aug-2015,0.0
PHC Mowad,Sep-2015,0.0
PHC Mowad,Oct-2015,0.0
PHC Mowad,Nov-2015,0.0
PHC Mowad,Dec-2015,0.0
PHC Mowad,Jan-2016,0.0
PHC Mowad,Feb-2016,0.0
PHC Mowad,Mar-2016,0.0
PHC Mowad,Total,0.0
PHC Nagardhan(24X7),Apr-2015,0.0
PHC Nagardhan(24X7),May-2015,0.0
PHC Nagardhan(24X7),Jun-2015,0.0
PHC Nagardhan(24X7),Jul-2015,0.0
PHC Nagardhan(24X7),Aug-2015,0.0
PHC Nagardhan(24X7),Sep-2015,0.0
PHC Nagardhan(24X7),Oct-2015,0.0
PHC Nagardhan(24X7),Nov-2015,0.0
PHC Nagardhan(24X7),Dec-2015,0.0
PHC Nagardhan(24X7),Jan-2016,0.0
PHC Nagardhan(24X7),Feb-2016,0.0
PHC Nagardhan(24X7),Mar-2016,0.0
PHC Nagardhan(24X7),Total,0.0
PHC Nand (Nagpur),Apr-2015,0.0
PHC Nand (Nagpur),May-2015,0.0
PHC Nand (Nagpur),Jun-2015,0.0
PHC Nand (Nagpur),Jul-2015,0.0
PHC Nand (Nagpur),Aug-2015,0.0024390243902439024
PHC Nand (Nagpur),Sep-2015,0.0
PHC Nand (Nagpur),Oct-2015,0.0
PHC Nand (Nagpur),Nov-2015,0.0
PHC Nand (Nagpur),Dec-2015,0.0
PHC Nand (Nagpur),Jan-2016,0.0
PHC Nand (Nagpur),Feb-2016,0.0
PHC Nand (Nagpur),Mar-2016,0.0
PHC Nand (Nagpur),Total,0.00026528717336516777
PHC Navagaon Khairi(24X7),Apr-2015,0.0
PHC Navagaon Khairi(24X7),May-2015,0.0
PHC Navagaon Khairi(24X7),Jun-2015,0.0
PHC Navagaon Khairi(24X7),Jul-2015,0.0
PHC Navagaon Khairi(24X7),Aug-2015,0.0
PHC Navagaon Khairi(24X7),Sep-2015,0.005625879043600563
PHC Navagaon Khairi(24X7),Oct-2015,0.0
PHC Navagaon Khairi(24X7),Nov-2015,0.0
PHC Navagaon Khairi(24X7),Dec-2015,0.0021321961620469083
PHC Navagaon Khairi(24X7),Jan-2016,0.0
PHC Navagaon Khairi(24X7),Feb-2016,0.0
PHC Navagaon Khairi(24X7),Mar-2016,0.0
PHC Navagaon Khairi(24X7),Total,0.0008691117677733357
PHC Pachgaon IPHS(24X7),Apr-2015,0.0
PHC Pachgaon IPHS(24X7),May-2015,0.0
PHC Pachgaon IPHS(24X7),Jun-2015,0.0
PHC Pachgaon IPHS(24X7),Jul-2015,0.0018957345971563982
PHC Pachgaon IPHS(24X7),Aug-2015,0.0
PHC Pachgaon IPHS(24X7),Sep-2015,0.0
PHC Pachgaon IPHS(24X7),Oct-2015,0.0
PHC Pachgaon IPHS(24X7),Nov-2015,0.0
PHC Pachgaon IPHS(24X7),Dec-2015,0.0020898641588296763
PHC Pachgaon IPHS(24X7),Jan-2016,0.0
PHC Pachgaon IPHS(24X7),Feb-2016,0.0
PHC Pachgaon IPHS(24X7),Mar-2016,0.0
PHC Pachgaon IPHS(24X7),Total,0.00042557718906266625
PHC Patansawangi,Apr-2015,0.0
PHC Patansawangi,May-2015,0.0
PHC Patansawangi,Jun-2015,0.0
PHC Patansawangi,Jul-2015,0.0
PHC Patansawangi,Aug-2015,0.0
PHC Patansawangi,Sep-2015,0.0
PHC Patansawangi,Oct-2015,0.0016129032258064516
PHC Patansawangi,Nov-2015,0.0
PHC Patansawangi,Dec-2015,0.0
PHC Patansawangi,Jan-2016,0.0
PHC Patansawangi,Feb-2016,0.0
PHC Patansawangi,Mar-2016,0.0
PHC Patansawangi,Total,0.00018439977872026554
PHC Raipur IPHS(24X7,Apr-2015,0.0
PHC Raipur IPHS(24X7,May-2015,0.0
PHC Raipur IPHS(24X7,Jun-2015,0.0
PHC Raipur IPHS(24X7,Jul-2015,0.0
PHC Raipur IPHS(24X7,Aug-2015,0.0
PHC Raipur IPHS(24X7,Sep-2015,0.0
PHC Raipur IPHS(24X7,Oct-2015,0.0
PHC Raipur IPHS(24X7,Nov-2015,0.0
PHC Raipur IPHS(24X7,Dec-2015,0.0
PHC Raipur IPHS(24X7,Jan-2016,0.0
PHC Raipur IPHS(24X7,Feb-2016,0.0
PHC Raipur IPHS(24X7,Mar-2016,0.0
PHC Raipur IPHS(24X7,Total,0.0
PHC Salwa,Apr-2015,0.0
PHC Salwa,May-2015,0.0
PHC Salwa,Jun-2015,0.0
PHC Salwa,Jul-2015,0.0
PHC Salwa,Aug-2015,0.0
PHC Salwa,Sep-2015,0.0
PHC Salwa,Oct-2015,0.0
PHC Salwa,Nov-2015,0.0
PHC Salwa,Dec-2015,0.0
PHC Salwa,Jan-2016,0.0019305019305019305
PHC Salwa,Feb-2016,0.0
PHC Salwa,Mar-2016,0.0
PHC Salwa,Total,0.00014609203798392987
PHC Satak,Apr-2015,0.0
PHC Satak,May-2015,0.0
PHC Satak,Jun-2015,0.0
PHC Satak,Jul-2015,0.0
PHC Satak,Aug-2015,0.0
PHC Satak,Sep-2015,0.0
PHC Satak,Oct-2015,0.009578544061302681
PHC Satak,Nov-2015,0.0028328611898017
PHC Satak,Dec-2015,0.0
PHC Satak,Jan-2016,0.0
PHC Satak,Feb-2016,0.0
PHC Satak,Mar-2016,0.0
PHC Satak,Total,0.00125997480050399
PHC Sawaergaon,Apr-2015,0.0
PHC Sawaergaon,May-2015,0.0
PHC Sawaergaon,Jun-2015,0.0
PHC Sawaergaon,Jul-2015,0.0
PHC Sawaergaon,Aug-2015,0.0
PHC Sawaergaon,Sep-2015,0.0
PHC Sawaergaon,Oct-2015,0.0
PHC Sawaergaon,Nov-2015,0.0
PHC Sawaergaon,Dec-2015,0.0
PHC Sawaergaon,Jan-2016,0.0
PHC Sawaergaon,Feb-2016,0.0
PHC Sawaergaon,Mar-2016,0.0
PHC Sawaergaon,Total,0.0
PHC Sirsi,Apr-2015,0.0
PHC Sirsi,May-2015,0.0
PHC Sirsi,Jun-2015,0.0
PHC Sirsi,Jul-2015,0.0
PHC Sirsi,Aug-2015,0.0
PHC Sirsi,Sep-2015,0.0
PHC Sirsi,Oct-2015,0.0
PHC Sirsi,Nov-2015,0.0
PHC Sirsi,Dec-2015,0.0
PHC Sirsi,Jan-2016,0.0
PHC Sirsi,Feb-2016,0.0
PHC Sirsi,Mar-2016,0.0
PHC Sirsi,Total,0.0
PHC Somnala,Apr-2015,0.0
PHC Somnala,May-2015,0.0
PHC Somnala,Jun-2015,0.0
PHC Somnala,Jul-2015,0.0
PHC Somnala,Aug-2015,0.0
PHC Somnala,Sep-2015,0.0
PHC Somnala,Oct-2015,0.0
PHC Somnala,Nov-2015,0.0
PHC Somnala,Dec-2015,0.0
PHC Somnala,Jan-2016,0.0
PHC Somnala,Feb-2016,0.0
PHC Somnala,Mar-2016,0.0
PHC Somnala,Total,0.0
PHC Takalghat,Apr-2015,0.0
PHC Takalghat,May-2015,0.0
PHC Takalghat,Jun-2015,0.0
PHC Takalghat,Jul-2015,0.0
PHC Takalghat,Aug-2015,0.0
PHC Takalghat,Sep-2015,0.0
PHC Takalghat,Oct-2015,0.0
PHC Takalghat,Nov-2015,0.0
PHC Takalghat,Dec-2015,0.0
PHC Takalghat,Jan-2016,0.0
PHC Takalghat,Feb-2016,0.0
PHC Takalghat,Mar-2016,0.0
PHC Takalghat,Total,0.0
PHC Tarasa,Apr-2015,0.0
PHC Tarasa,May-2015,0.0
PHC Tarasa,Jun-2015,0.0
PHC Tarasa,Jul-2015,0.0
PHC Tarasa,Aug-2015,0.0
PHC Tarasa,Sep-2015,0.0
PHC Tarasa,Oct-2015,0.0
PHC Tarasa,Nov-2015,0.0
PHC Tarasa,Dec-2015,0.0
PHC Tarasa,Jan-2016,0.0
PHC Tarasa,Feb-2016,0.0
PHC Tarasa,Mar-2016,0.0
PHC Tarasa,Total,0.0
PHC Tishti,Apr-2015,0.0
PHC Tishti,May-2015,0.0
PHC Tishti,Jun-2015,0.0
PHC Tishti,Jul-2015,0.0
PHC Tishti,Aug-2015,0.0
PHC Tishti,Sep-2015,0.0
PHC Tishti,Oct-2015,0.0
PHC Tishti,Nov-2015,0.0
PHC Tishti,Dec-2015,0.0
PHC Tishti,Jan-2016,0.0
PHC Tishti,Feb-2016,0.0
PHC Tishti,Mar-2016,0.0
PHC Tishti,Total,0.0
PHC Titur,Apr-2015,0.0
PHC Titur,May-2015,0.0
PHC Titur,Jun-2015,0.0
PHC Titur,Jul-2015,0.0
PHC Titur,Aug-2015,0.0
PHC Titur,Sep-2015,0.0
PHC Titur,Oct-2015,0.0
PHC Titur,Nov-2015,0.0
PHC Titur,Dec-2015,0.0
PHC Titur,Jan-2016,0.0
PHC Titur,Feb-2016,0.0
PHC Titur,Mar-2016,0.0
PHC Titur,Total,0.0
PHC Veltur IPHS(24X7),Apr-2015,0.0
PHC Veltur IPHS(24X7),May-2015,0.0
PHC Veltur IPHS(24X7),Jun-2015,0.0
PHC Veltur IPHS(24X7),Jul-2015,0.0
PHC Veltur IPHS(24X7),Aug-2015,0.0
PHC Veltur IPHS(24X7),Sep-2015,0.0
PHC Veltur IPHS(24X7),Oct-2015,0.0
PHC Veltur IPHS(24X7),Nov-2015,0.0
PHC Veltur IPHS(24X7),Dec-2015,0.0
PHC Veltur IPHS(24X7),Jan-2016,0.0
PHC Veltur IPHS(24X7),Feb-2016,0.0
PHC Veltur IPHS(24X7),Mar-2016,0.0
PHC Veltur IPHS(24X7),Total,0.0
PHC Vyahad,Apr-2015,0.0
PHC Vyahad,May-2015,0.0
PHC Vyahad,Jun-2015,0.0
PHC Vyahad,Jul-2015,0.0
PHC Vyahad,Aug-2015,0.0
PHC Vyahad,Sep-2015,0.0
PHC Vyahad,Oct-2015,0.0
PHC Vyahad,Nov-2015,0.0035460992907801418
PHC Vyahad,Dec-2015,0.0
PHC Vyahad,Jan-2016,0.0
PHC Vyahad,Feb-2016,0.0
PHC Vyahad,Mar-2016,0.0
PHC Vyahad,Total,0.00028220685762664035
PHC Yenava,Apr-2015,0.0
PHC Yenava,May-2015,0.0
